paper_id,summary
SP:ac9ebd027b92527d9a87b13ad11d002d99a2b0f6,"This paper proposes a new constraint for unsupervised geometry - invariant image translation, called minimal geometry - distortion constraint ( MGC ) to guarantee the consistency of geometry structure of source and translated images, and thus reduce translation mismatch in the translation process. Based on this observation, the authors propose a mutual information ( MI)-based dependency measure that models the nonlinear relationships of pixel values in the source and translation images. The experimental results demonstrate that MGC achieves high quality translation to maintain the geometry of images in original domain."
SP:92a38d7d18f07f68b8f93c61180e2cc1dddd21de,"This paper studies the effect of sampling patterns on the shape generation in point cloud GANs. The authors show that sampling - insensitive discriminators ( e.g. PointNet-Max ) produce shape point clouds with point clustering artifacts, while sampling - oversensitive discriminators fail to guide valid shape generation. They propose the concept of sampling spectrum to depict the different sampling sensitivities of discriminators. They further study how different evaluation metrics weigh the sampling pattern against the geometry and propose several perceptual metrics forming a sampling spectrum of metrics. They discover a middle - point sampling - aware baseline discriminator, PointNet - Mix, which improves all existing point cloud generators by a large margin on sampling - related metrics."
SP:16c4be3eb162bc81cb3343c2fc115eb8e926a5b5,"This paper investigates the inner workings of CapsNets when the output capsules are attacked by adversarial examples. The authors claim that adversarial attacks can manipulate the votes from primary capsules by manipulating the inner working of the capsules. Based on the findings, the authors propose an effective and efficient Vote - Attack to attack CapsNet. Extensive experiments demonstrate the superior attack performance of the proposed method."
SP:dbd093dff7a38ba8882bb8119c34623ddaaf4cc6,"This paper proposes a meta - reinforcement learning method for online adaptation. The proposed method learns an informed policy ( i.e., a policy receiving as input the description of the current task ) that is used to both construct task embeddings from the descriptors, and to regularize the training of the recurrent policy through parameters sharing and an auxiliary objective. The authors evaluate the proposed method in a variety of environments that require sophisticated exploration / exploitation strategies and show that it outperforms vanilla RNNs, Thompson sampling and the task - inference approaches to meta - RL."
SP:bd89d254fbf31db61db237d08ab42981e27c52df,"This paper proposes a new paradigm to learn an RL policy from offline data in the real - world sequential recommendation system ( SRS ). Instead of increasing the fidelity of models for policy learning, the paper proposes to learn to adapt to diverse simulators generated by the offline dataset. The adaptive policy is suitable to environments where dynamics are changing and have stochasticity in the offline setting. Experiments are conducted in synthetic environments and a real - life ride - hailing platform."
SP:1a166b28cf684e0d5759bd629f6a53370d2bf11c,"This paper proposes a new method for goal - reaching reinforcement learning based on imitation learning. The main idea is to leverage the property that any trajectory is a successful demonstration for reaching the final state in that same trajectory. The authors propose a simple algorithm in which an agent continually relabels and imitates the trajectories it generates to progressively learn goal reaching behaviors from scratch. Each iteration, the agent collects new trajectories using the latest policy, and maximizes the likelihood of the actions along these trajectories under the goal that was actually reached, so as to improve the policy."
SP:c306530164d677e670554eeba8203c66bb3d9f7a,"This paper proposes a new model for text - to - speech synthesis ( TTS ), FastSpeech 2, which directly generates speech waveform from text in parallel. The main contribution of the paper is to improve the training of the model by directly training the model with ground - truth mel - spectrograms instead of the simplified output from teacher, and introducing more variation information of speech ( e.g., pitch, energy and more accurate duration ) as conditional inputs. Experimental results show that the proposed model achieves a 3x training speed - up over the baseline model and achieves faster inference speed."
SP:79e9fb20d383816f54738ce70d137131ebc10290,"This paper studies the unsupervised dimension reduction problem ( UDR ) in the language of tempered distributions, i.e., the problem of approximating an empirical probability density function pemp(x ) by another tempered distribution q(x) whose support is in a k - dimensional subspace. In order to reduce the problem to an optimization problem over ordinary functions, the authors introduce a nonnegative penalty function R(f ) that “ forces the support of f to be k - dimension. ” Then they present an algorithm for minimization of I(f) + R( f ), based on the idea of two - step iterative computation, where the first step is an adaptation to real data and to fake data sampled around a k-dimensional subspace found at a previous iteration, and the second step is a calculation of a new k -dimensional sub space."
SP:93e54522e6c2b805905d21fc968fc40866f2898b,"This paper proposes Feature Contrastive Learning ( FCL ), a novel approach to balance robustness and sensitivity in deep neural network training. Unlike previous work that only enforces robustness, FCL aims to promote model sensitivity to perturbations of high utility features, and inhibit model sensitivity of low utility features. The performance of FCL is validated on both synthetic and real image classification datasets."
SP:f03c50f15022c4f56ac2b3085354ffed38ad1145,"This paper proposes a novel method for imitation learning based on adversarial learning with a latent representation inside the discriminator network. The proposed method makes use of two mutual information constraints to incentivize learning only features that encode information about the completion levels of the task being demonstrated. This allows to obtain a shared feature space to successfully perform imitation while disregarding the differences between the expert's and the agent's domains. Empirically, the proposed method is able to efficiently imitate in a diverse range of control problems including balancing, manipulation and locomotive tasks."
SP:ef18f4188426bc01be309633b486884b0e7a81a4,"This paper provides a theoretical analysis of learning one - hidden - layer pruned neural networks, which offers formal justification of the improved generalization of winning ticket observed from empirical findings in LTH. The paper shows that the convex region near a desirable model with guaranteed generalization enlarges as the neural network model is pruned, indicating the structural importance of a winning ticket. The number of samples required for achieving zero generalization error is proportional to the number of the non - pruned weights in the hidden layer."
SP:eed6cb2f8caed39f8295f4aeb6e044c2ac981c4d,"This paper proposes AutoLabel to automatically learn the labels for augmented data, based on the distance between the clean distribution and augmented distribution. The proposed method is built on label smoothing and is guided by the calibration - performance over a hold - out validation set. Experiments on CIFAR-10, CIFar-100 and ImageNet show that AutoLabel can improve models ’ accuracy and calibration performance, especially under distributional shift. The paper also shows that it can help adversarial training by bridging the gap between clean accuracy and robustness."
SP:0d5017e1a405bf86e3bac40e6e59886d4bf48450,"This paper studies the problem of self - supervised representation learning in the context of data augmentation. The authors propose a novel objective, Representation Learning via Invariant Causal Mechanisms ( RELIC ), that enforces invariant prediction of proxy targets across augmentations through an invariance regularizer which yields improved generalization guarantees. Further, the authors generalize contrastive learning using refinements and show that learning on refinements is a sufficient condition for learning useful representations. Empirically, RELIC significantly outperforms competing methods in terms of robustness and out - of - distribution generalization on ImageNet."
SP:8f80a6f79f78c6421857f392c9a5e98061d7eb60,"This paper proposes a visual transformer network ( VTNet ) for object goal navigation. The proposed method leverages two spatial - aware descriptors, i.e., a spatial - enhanced local object descriptors and a positional global descriptor, to learn the spatial locations of objects and image regions. The authors also develop a pre - training scheme to associate the visual representations with navigation signals, and thus facilitate navigation policy learning. Experiments in the artificial environment AI2 - Thor demonstrate that the proposed method significantly outperforms state - of - the - art methods."
SP:3e7cbe3dff592ef371e48dd86be7719fc5343f17,This paper proposes a new secure aggregation method for federated learning. The proposed method is based on the secure aggregation primitive ( Bell et al. 2020 ). The key idea is to design the topology of the secret - sharing nodes ( denoted by the assignment graph G ) as sparse random graphs instead of the complete graph corresponding to the existing solution. Theoretical guarantees on the reliability / privacy of the proposed scheme are provided.
SP:00fae41e0eca0a1575cd7b2dcfabf0dc5c9c8b8a,This paper presents a novel approach to solve the problem of finding an incentive - compatible auction that maximizes expected revenue. The authors propose to use a time - independent Lagrangian that is easier to train and can be used to compare the performance of two auctions. They also propose a novel formulation of auction learning as a twoplayer game between an Auctioneer and a Misreporter.
SP:a0e8061beb5e9a6c631419861559d22b8d645cb4,"This paper proposes a new method for fine - tuning pre - trained models for supervised and unsupervised tasks. The proposed method is based on two heads : a classifier head with an improved contrastive cross - entropy loss to leverage the label information in an instance contrastive way, and a projector head with a newly - designed categorical contrastive learning loss to fully exploit the intrinsic structure of data in a category - consistent way. Experiments show that the proposed method achieves state - of - the - art results on CUB and CIFAR-10 datasets."
SP:87e5b552c13d73bd85249062a152c6c140e594a9,"This paper proposes a new measure for the robustness of classifiers called "" genuine adversarial accuracy "" to measure the adversarial robustness without trading off accuracy on clean data and accuracy on the adversarially perturbed samples. In particular, it does not favor a model with invariance - based adversarial examples, samples whose predicted classes are unchanged even if the perceptual classes are changed. The authors prove that a single nearest neighbor ( 1 - N ) classifier is the most robust classifier according to the new measure and a norm - based distance metric."
SP:2fda410b9281c5e253d385bc4382ec168bc161f3,"This paper studies the problem of disparate impact on graph - structured data. Specifically, the authors focus on dyadic fairness, which articulates a fairness concept that a predictive relationship between two instances should be independent of the sensitive attributes. Based on this, they theoretically relate the graph connections to Dyadic fairness on link predictive scores in learning graph neural networks. They show that regulating weights on existing edges in a graph contributes to dyadic fair conditionally. They propose an algorithm to empirically learn a fair adjacency matrix with proper graph structural constraints for fair link prediction, and in the meanwhile preserve predictive accuracy as much as possible."
SP:b614e9fbec58e9efa7722d2ec4a60fc93d210f92,This paper proposes a new method for generating images using disentangled representation and regularization to guarantee the validity of exploration in latent space and achieve controllable synthesis. The proposed method is based on disentanglement and exploration can boost each other and form a positive loop that empowers DEAE ’s generative ability. Experiments demonstrate that DEAE can improve the performance of downstream tasks by synthesizing attribute - controlled augmented samples and can also eliminate dataset bias.
SP:c934adb14926a00ef9c73c9773cb0b3a2669921e,"This paper proposes a new Bayesian Bayesian memory allocation scheme that bridges the gap between episodic and semantic memory via a hierarchical latent variable model. The authors extend the idea of locally contiguous memory to the Kanerva Machine, enabling a novel differentiable block allocated latent memory. The stochasticity of the read key distribution is used to disperse information within the memory. Experiments are conducted on memory conditional image generation tasks to demonstrate the effectiveness of the proposed method."
SP:e63d7d8c581019e17585fb9c0eac33d6836e187d,"This paper studies the sample complexity and loss landscape of attention - based neural networks. The authors show that, under mild assumptions, every local minimum of the attention model has low prediction error, and attention models require lower sample complexity than models without attention. Besides revealing why popular self - attention works, the theoretical results also provide guidelines for designing future attention models."
SP:f739d199fdee26f09994e3f9487aec1eab0f2e89,"This paper studies the problem of active inference from the perspective of reinforcement learning ( RL ). The authors extend the concept of expected free energy ( EFE ), which is a core quantity in active inference, and claim that EFE can be treated as a negative value function from an RL perspective. They propose a novel inverse RL algorithm for designing EFE - based rewards, by learning a prior preference from expert demonstrations."
SP:5592b79e49eba95c15103a3348f2bde57b60f2ab,"This paper proposes a data augmentation method to improve generalization in both adversarial and standard learning by using out - of - distribution ( OOD ) data that are devoid of the abovementioned issues. The authors show how to improve the generalization theoretically using OOD data in each learning scenario and complement their theoretical analysis with experiments on CIFAR-10, CIFar-100, and a subset of ImageNet. The results indicate that undesirable features are shared even among image data that seem to have little correlation from a human point of view."
SP:3cac7a2c310165ed0de46d8e5546c3bfbd639158,"This paper proposes a new meta - RL method for adapting to out - of - distribution tasks. The proposed method is based on the idea of learning a shared linear representation of the policy so that when adapting to a new task, it suffices to predict a set of linear weights. A separate adapter network is trained simultaneously with the policy such that during adaptation, it can directly use the adapter network to predict these linear weights instead of updating a meta - policy via gradient descent to obtain the new policy. Experiments on standard continuous - control benchmarks show FLAP presenting significantly stronger performance on out of distribution tasks with up to double the average return and up to 8X faster adaptation run - time compared to prior methods."
SP:21a1bd4ada0723c96c0dbf7a142a2faf5defa4e3,"This paper proposes a federated kernel k - means algorithm. The authors propose a distributed stochastic proximal gradient descent ( DSPGD ) algorithm to determine an approximate solution to the optimization problem of kernelk - means. They also propose a communication efficient mech - anism ( CEM ) to reduce the communication cost. Theoretical analysis shows that the proposed algorithm converges with an O(1/T ) rate, where T is the number of iterations. The clustering quality of the federated kernels is shown to be better than the standard kernel k-means."
SP:be568dd3fea51ce33a6d1e4b07dda5aee6342395,"This paper proposes CompOFA, a new search space for once - for - all ( OFA ) networks. The main idea is to constrain the search space to models close to the accuracy - latency Pareto frontier. The paper proposes a simple heuristic that vastly shrinks the design space without losing on PareTo optimality. Experiments on ImageNet show that the proposed method can achieve a 2x reduction in training time and 216x speedup in model search / extraction time compared to the state - of - the - art."
SP:04b84d26cf282dbb753cbf27f14c334f65d3f8ec,"This paper proposes a meta - learning method for learning with adversarial samples. The proposed method is based on an adversarial way to optimize the initialization of a learning model in an adversarially adversarial manner. The method is evaluated on two image datasets, MiniImageNet and CIFAR100, and it is shown to outperform several baselines in terms of accuracy."
SP:dfbaa6b53c4e8328d52666ad4641fc917bf0c0b3,This paper presents a data - driven framework for permutation selection combining domain knowledge with machine learning concepts such as node embedding and self - attention. The proposed method is evaluated on the simulated Bose Chaudhuri Hocquenghem ( BCH ) code and shows significant and consistent improvements in the bit error rate as compared to the baseline decoders.
SP:c860a7b0952d708e7851c9bc4b63d246f64d1cba,"This paper proposes to use unsupervised clustering to improve the performance of BERT on intermediate text classification tasks. The authors propose to use Bag of Words ( BOW ) to partition unlabeled training data into relatively homogeneous clusters of text instances, and treat these clusters as labeled data for an intermediate classification task, and train BERT with or without additional MLM pretraining with respect to this multi - class problem. Extensive experimental results demonstrate the practical value of this strategy on a variety of benchmark data, most prominently when the training data available for the target task is relatively small and the classification task is of topical nature."
SP:ea37f5882fd98dd4ce233077bb3069517d4ed4ea,"This paper presents a new benchmark for evaluating model - based reinforcement learning ( MBRL ) in the presence of a random shooting control agent. The authors evaluate the performance of different generative models against each other and a set of random shooting agents. They show that the mixture density nets outperform all other models by a large margin when multimodality is not required. They also show that heteroscedasticity at training time, perhaps acting as a regularizer, improves predictions at longer horizons."
SP:4e25ba3714d78ba59a0d8efbb65e0ef5201702f8,"This paper proposes a GAN that can explicitly disentangle affine transformations in a self - supervised and rigorous manner. The proposed method is inspired by InfoGAN, where an additional affine regularizer acts as the inductive bias. The disentanglement is achieved by decomposing the affine matrix into separate transformation matrices and inferring the transformation parameters by maximum likelihood estimation. Unlike the disentangled representations learned by existing approaches, the features learned by ADIS - GAN are axis - aligned and scalable."
SP:121f8420cfb49c6d80b5ebb4051e85947182594a,This paper proposes a method for contrastive learning based on image augmentation. The authors propose to minimize the distribution divergence between the weakly and strongly augmented images over the representation bank to supervise the retrieval of strongly augmented queries from a pool of candidates. The proposed method achieves top - 1 accuracy of 76.2 % on ImageNet with a standard ResNet-50 architecture with a single - layer classifier fine - tuned. This is almost as high as 76.5 % with a fully supervised model.
SP:af54e542223097c315ecd677d0b968e9a0b2a1d4,"This paper proposes a new class of MRI de - identification techniques that remodel privacy - sensitive facial features as opposed to removing them. To achieve this, the authors propose a conditional, multi - scale, 3D GAN architecture that takes a patient’s MRI scan as input and generates a 3D volume in which the brain is not modified but the face has been de - identified. Compared to the classical removal - based techniques, the proposed method preserves privacy more reliably without adversely affecting downstream medical analyses on the brain."
SP:0ac3964bd2320341488476d60f57b75d2a79f92c,"This paper proposes a multi - head attention based global pooling layer that captures the interaction between nodes according to their structural dependencies. The proposed method is evaluated on graph classification, reconstruction, and generation tasks on synthetic and real - world graphs, on which it largely outperforms most graph pooling baselines on most of them.  "
SP:76848e7ac3e6709e92f6a6db60269cb5177495d1,"This paper studies the problem of over - squashing in graph neural networks ( GNN ). The authors propose a new explanation for this problem : GNNs are susceptible to a bottleneck when aggregating messages across a long path. This bottleneck causes the over - sqashing of exponentially growing information into fixed - size vectors. As a result, the GNN fails to propagate long - range information, learns only short - range signals from the training data, and performs poorly when the prediction task depends on long - term interaction. The paper also provides theoretical lower bounds for the required hidden size given the problem radius."
SP:90d8fa381446923902e42b259392e5e975e6caa1,"This paper proposes a new domain adaptation method for cross - domain sentiment analysis. The proposed method is based on learning a prototypical distribution for the source domain in a cross - domains embedding space which is trained to be domain - agnostic by matching the data distributions across the domains. The authors use a Gaussian mixture modal ( GMM ) to estimate the parameters of the prototypical distributions using a subset of source samples for which the classifier is confident about its predictions. As a result, larger margins between classes are introduced to reduce the domain gap between classes in the target domain."
SP:893fd7440b82f5da0d4c0944928810322eaee2f0,"This paper proposes a new evaluation methodology to measure gender bias in the models trained on MNLI and SNLI data - sets. The proposed evaluation is based on a challenge task which involves pairing gender neutral premise against gender - specific hypothesis. The authors use the challenge task to investigate state - of - the - art NLI models on the presence of gender stereotypes using occupations. Their findings suggest that three models ( BERT, RoBERTa, BART ) trained on the MNLI data-sets are significantly prone to gender induced prediction errors."
SP:a32ab755bd249c393b70938036ce8e810c0c439f,"This paper studies the variational intrinsic control ( VIC ) method proposed by Gregor et al. ( 2016 ), which is an unsupervised reinforcement learning method for finding the largest set of intrinsic options available to an agent. The authors show that the intrinsic reward used in the latter is subject to bias in stochastic environments, causing convergence to suboptimal solutions. To correct this behavior and achieve the maximal empowerment, they propose two methods respectively based on the transitional probability model and Gaussian mixture model."
SP:b4df2c4627a6d46c5100133e38c4bea20b296dd8,This paper studies the use of neural ensembles for image classification in the low - data regime. The authors show that the proposed method outperforms the state - of - the - art approaches for learning from small datasets. They compare different ensemble configurations to their deeper and wider competitors given a total fixed computational budget and provide empirical evidence of their advantage. They also investigate the effectiveness of different losses and show that their choice should be made considering different factors.
SP:4a0ee01f4897efa81659f37ef0468ee8195bbc4f,"This paper proposes a new method to improve the performance of quantized neural networks ( BNNs ) by using positive 0 / 1 binary weights, instead of the -1 / 1 weights used by state - of - the - art binary networks. The proposed method is based on quantization of weights in the 0/1 binary domain and a highly sparse initialization of the network. It is formulated as a mixed optimization problem and solved using a modified version of the BNN training algorithm with -1/1 weights ( Courbariaux et al. 2016 ). The method has been evaluated on feed - forward linear and convolutional networks on MNIST and CIFAR-10 data sets, respectively."
SP:5be8539ad02595ad3c7a2d7afe8cbb3e9924467d,This paper proposes a post hoc calibration method for predicting the probability that a model prediction is correct on out - of - distribution ( OOD ) data. The proposed method uses outlier exposure to properly calibrate the model probabilities.    The authors propose a simple post hoc calibration method that significantly improves on benchmark results ( Ovadia et al. 2019 ) on a wide range of corrupted data.
SP:ea503f67e38fce7dee9cc4996b55b8959911f030,"This paper studies the expressive power of graph neural networks and graph kernels from an empirical perspective. It compares the graph representations and similarities produced by these algorithms against those generated by a wellaccepted, but intractable graph similarity function. The authors also investigate the impact of node attributes on the performance of the different models and kernels. They find that theoretically more powerful models do not necessarily yield higher - quality representations, while graph kernels are shown to be competitive with graph neural network."
SP:0cf7b7d929f50e0b7f4fda5e1f68e5ade2f7c29b,"This paper proposes a new method for image - based self - supervised image - to - video ( i.e., VAE ) animation. The proposed method is based on the idea of using the top - k percent occlusion of the foreground pixels of the source image to regularize image generation. The method is evaluated on VoxCeleb ( Nagrani et al., 2017 ) and BAIR ( Siarohin et al, 2019 ) datasets."
SP:60b535fc6cbc1a7a26ad53f706ebb17de346dc4f,"This paper presents a method to learn independent causal mechanisms ( ICM ), which are independent latent variables that directly model multiple data generation processes (mechanisms ) in a coarse granularity.   The authors propose a self - supervised approach to learn a model that disentangles each mechanism and approximates the groundtruth mechanisms from observational data. The authors provide sufficient conditions under which the mechanisms can be learned using a single generative model with an unconventional mixture prior, simplifying previous methods. Moreover, they prove the identifiability of w.r.t the mechanisms in the self - supervision scenario."
SP:44d4e24428d043a69b40013919cda0e8e7bff99c,This paper presents a method for predicting a molecular graph structure ( W ) given a 2D image of a chemical compound ( U ).   The authors propose a graph aligning approach that generates rich or detailed labels given normal labels W. The proposed method is evaluated on the Indigo data set and the Maybridge data set. The authors show that the proposed method can achieve state - of - the - art performance on both the Indigo and Maybridge datasets.
SP:ad906dd9a176cffd283593321ff6b9ad19595528,"This paper proposes a method to solve the chiller plant energy optimization problem. The authors propose a monotonic neural network ( MNN ), which can constrain the input - output of the model to conform to physical laws and provide accurate function space about chiller plants. The proposed method is evaluated on the data center cooling system of a data center."
SP:6cb65ee5d2926858570601eeeade24fe86c7f32f,"This paper proposes a new method for spatio - temporal forecasting based on causal inference. The proposed method is based on Taylor expansion attention, which is an extension of the Taylor expansion method proposed by Vaswani et al. ( 2017 ). The authors also propose a fast multi - head attention to reduce the computational complexity to nearly linear O(V )."
SP:223980a1954d626d90ff54d8dc61b5d85a6b349c,"This paper proposes a method for jointly identifying a mixture of discrete and continuous factors of variability in an unsupervised manner. The method is based on the idea of type - preserving data augmentation, which is done by augmenting the training data with noisy copies of the same sample. The proposed method is evaluated on the MNIST and dSprites datasets, where it achieves state - of - the - art categorical assignments while preserving interpretability of the continuous factors. It is also applied to a single - cell gene expression dataset for a population of neurons."
SP:c982610ad28662c3bd13132abe1f7307d1a61b68,"This paper provides a general characterization of steerable kernel spaces for group equivariant convolutional networks ( GCNNs ). In particular, the authors show that steerable kernels can be parameterized in terms of generalized reduced matrix elements, Clebsch - Gordan coefficients, and harmonic basis functions on homogeneous spaces. The authors use the Wigner - Eckart theorem for spherical tensor operators to show that such kernel spaces can be fully understood and parameterized."
SP:7b2ea39069277ad0f4f79476a77ef84587a804d9,"This paper studies the effect of selective classification on accuracy disparities between groups in the presence of spurious correlations. The authors study the margin distribution, which captures the model ’s confidences over all predictions, for symmetric margin distributions. They show that whether selective classification monotonically improves or worsens accuracy is fully determined by the accuracy at full coverage ( i.e., without any abstentions ) and whether the distribution satisfies a property we call left - log - concavity. Motivated by this, they train distributionally - robust models that achieve similar full - coverage accuracy across groups and show that selective classification uniformly improves each group on these models."
SP:f1d57ee27e901daf7e4e2b84139019e945818911,"This paper proposes a hierarchical nonnegative CANDECOMP / PARAFAC ( CP ) decomposition ( hierarchical NCPD ) model and a training method, Neural NCPD, for performing hierarchical topic modeling on multi - modal tensor data. The proposed method is based on a neural network architecture and backpropagation to mitigate error propagation through hierarchical NC PDOrganization. Empirical results demonstrate the effectiveness of the proposed method on real and synthetic datasets."
SP:b6ddc3a560aa7155e7e927bf5360bedc36586597,"This paper proposes the first collective robustness certificate for adversarial robustness, which computes the number of predictions that are simultaneously guaranteed to remain stable under perturbation, i.e., can not be attacked. The authors leverage the fact that an adversary must use a single adversarial example to attack all predictions. The proposed method combines many weak base certificates into a provably stronger collective certificate. It is agnostic towards network architectures and base certification procedures."
SP:cc93dd2f68e415e2457166e78627865dc1b44697,"This paper proposes Quantile Regression GAN ( QRGAN ) to minimize 1 - Wasserstein distance between real and generated data distribution as a novel approach in modification of loss functions for improvement of GANs. To study the culprits of mode collapse problem, the output space of discriminator and gradients of fake samples are analyzed to see if the discriminator guides the generator well. The discriminator should not be bounded to specific numbers. Experiments on the mixture of gussian dataset and image generation experiments demonstrate the effectiveness of the proposed method."
SP:4ddb47ee77c374ae6c3e419412d92ca77260692e,"This paper investigates relevance metrics that can provide reasonable explanations to users for instance - based machine learning models. The authors propose three tests to evaluate whether the relevance metrics satisfy the minimal requirements for similarity - based explanation. The first test is the model randomization test originally proposed by Adebayo et al. ( 2018 ) for evaluating saliency - based methods, and the other two tests, the identical class test and identical subclass test, are newly designed in this study. The experiments revealed that the cosine similarity of the gradients of the loss performs best, which would be a recommended choice in practice."
