,epoach,iteration,loss,rouge-1,rouge-2,rouge-l,rouge-avg
103,0,104,"tensor(5.3979, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
104,0,105,"tensor(5.4473, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
105,0,106,"tensor(5.4157, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
106,0,107,"tensor(5.3868, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
107,0,108,"tensor(5.3633, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
108,0,109,"tensor(5.2451, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
109,0,110,"tensor(5.2678, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
110,0,111,"tensor(5.1804, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
111,0,112,"tensor(5.3620, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
112,0,113,"tensor(5.2575, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
113,0,114,"tensor(5.2596, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
114,0,115,"tensor(5.2509, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
115,0,116,"tensor(5.1921, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
116,0,117,"tensor(5.1579, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
117,0,118,"tensor(5.1838, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
118,0,119,"tensor(5.1082, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
119,0,120,"tensor(5.1167, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
120,0,121,"tensor(5.1259, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
121,0,122,"tensor(5.0853, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
122,0,123,"tensor(5.0059, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
123,0,124,"tensor(4.9066, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
124,0,125,"tensor(4.9757, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
125,0,126,"tensor(4.7371, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
126,0,127,"tensor(4.9873, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
127,0,128,"tensor(4.9585, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
128,0,129,"tensor(4.9824, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
129,0,130,"tensor(4.9141, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
130,0,131,"tensor(4.8179, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
131,0,132,"tensor(4.7314, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
132,0,133,"tensor(4.7391, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
133,0,134,"tensor(4.7648, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
134,0,135,"tensor(4.7814, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
135,0,136,"tensor(4.8148, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
136,0,137,"tensor(4.6990, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
137,0,138,"tensor(4.8223, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
138,0,139,"tensor(4.6892, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
139,0,140,"tensor(4.6659, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
140,0,141,"tensor(4.6050, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
141,0,142,"tensor(4.6280, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
142,0,143,"tensor(4.6070, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
143,0,144,"tensor(4.6541, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
144,0,145,"tensor(4.5069, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
145,0,146,"tensor(4.4867, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
146,0,147,"tensor(4.4880, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
147,0,148,"tensor(4.5197, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
148,0,149,"tensor(4.4410, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
149,0,150,"tensor(4.5013, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
150,0,151,"tensor(4.4302, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
151,0,152,"tensor(4.5054, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
152,0,153,"tensor(4.4257, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
153,0,154,"tensor(4.4552, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
154,0,155,"tensor(4.3566, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
155,0,156,"tensor(4.2726, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
156,0,157,"tensor(4.3108, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
157,0,158,"tensor(4.3334, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
158,0,159,"tensor(4.3449, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
159,0,160,"tensor(4.2494, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
160,0,161,"tensor(4.2463, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
161,0,162,"tensor(4.2237, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
162,0,163,"tensor(4.2561, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
163,0,164,"tensor(4.1783, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
164,0,165,"tensor(4.1412, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
165,0,166,"tensor(4.0771, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
166,0,167,"tensor(4.1858, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
167,0,168,"tensor(4.1609, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
168,0,169,"tensor(4.1764, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
169,0,170,"tensor(3.9937, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
170,0,171,"tensor(4.0134, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
171,0,172,"tensor(3.9542, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
172,0,173,"tensor(3.9504, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
173,0,174,"tensor(3.9797, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
174,0,175,"tensor(3.9229, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
175,0,176,"tensor(3.9008, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
176,0,177,"tensor(3.8509, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
177,0,178,"tensor(3.9075, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
178,0,179,"tensor(3.9154, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
179,0,180,"tensor(3.7721, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
180,0,181,"tensor(3.8023, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
181,0,182,"tensor(3.7186, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
182,0,183,"tensor(3.7524, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
183,0,184,"tensor(3.7267, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
184,0,185,"tensor(3.7377, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
185,0,186,"tensor(3.6965, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
186,0,187,"tensor(3.6848, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
187,0,188,"tensor(3.6066, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
188,0,189,"tensor(3.6872, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
189,0,190,"tensor(3.5928, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
190,0,191,"tensor(3.5945, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
191,0,192,"tensor(3.6074, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
192,0,193,"tensor(3.5091, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
193,0,194,"tensor(3.5295, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
194,0,195,"tensor(3.4836, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
195,0,196,"tensor(3.4600, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
196,0,197,"tensor(3.4473, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
197,0,198,"tensor(3.3860, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
198,0,199,"tensor(3.3653, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
199,0,200,"tensor(3.3715, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
200,0,201,"tensor(3.3427, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
201,0,202,"tensor(3.3222, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
202,0,203,"tensor(3.2693, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
203,0,204,"tensor(3.2547, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
204,0,205,"tensor(3.3191, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
205,0,206,"tensor(3.3279, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
206,0,207,"tensor(3.1850, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
207,0,208,"tensor(3.1331, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
208,0,209,"tensor(3.0976, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
209,0,210,"tensor(3.2065, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
210,0,211,"tensor(3.0843, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
211,0,212,"tensor(3.1075, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
212,0,213,"tensor(3.1858, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
213,0,214,"tensor(3.0953, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
214,0,215,"tensor(3.0586, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
215,0,216,"tensor(3.0968, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
216,0,217,"tensor(2.9203, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
217,0,218,"tensor(3.1461, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
218,0,219,"tensor(2.9378, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
219,0,220,"tensor(2.8704, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
220,0,221,"tensor(3.0549, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
221,0,222,"tensor(2.9753, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
222,0,223,"tensor(2.8728, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
223,0,224,"tensor(2.8356, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
224,0,225,"tensor(3.0834, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
225,0,226,"tensor(3.1145, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
226,0,227,"tensor(3.0306, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
227,0,228,"tensor(3.2000, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
228,0,229,"tensor(2.9714, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
229,0,230,"tensor(2.8413, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
230,0,231,"tensor(2.7015, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
231,0,232,"tensor(2.7917, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
232,0,233,"tensor(2.7330, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
233,0,234,"tensor(2.6493, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
234,0,235,"tensor(2.6018, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
235,0,236,"tensor(2.5998, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
236,0,237,"tensor(2.4839, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
237,0,238,"tensor(2.6249, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
238,0,239,"tensor(2.4778, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
239,0,240,"tensor(2.6796, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
240,0,241,"tensor(2.4378, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
241,0,242,"tensor(2.4956, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
242,0,243,"tensor(2.5543, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
243,0,244,"tensor(2.3708, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
244,0,245,"tensor(2.4977, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
245,0,246,"tensor(2.3546, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
246,0,247,"tensor(2.3648, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
247,0,248,"tensor(2.3240, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
248,0,249,"tensor(2.3768, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
249,0,250,"tensor(2.2803, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
250,0,251,"tensor(2.4241, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
251,0,252,"tensor(2.3068, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
252,0,253,"tensor(2.9126, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
253,0,254,"tensor(2.1519, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
254,0,255,"tensor(2.2255, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
255,0,256,"tensor(2.2663, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
256,0,257,"tensor(2.1563, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
257,0,258,"tensor(2.1143, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
258,0,259,"tensor(2.1858, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
259,0,260,"tensor(2.1165, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
260,0,261,"tensor(2.0908, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
261,0,262,"tensor(2.0700, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
262,0,263,"tensor(2.0902, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
263,0,264,"tensor(2.0852, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
264,0,265,"tensor(2.1627, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
265,0,266,"tensor(2.1966, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
266,0,267,"tensor(2.1106, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
267,0,268,"tensor(2.2929, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
268,0,269,"tensor(2.1562, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
269,0,270,"tensor(1.8806, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
270,0,271,"tensor(2.0536, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
271,0,272,"tensor(2.1824, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
272,0,273,"tensor(1.8376, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
273,0,274,"tensor(1.8557, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
274,0,275,"tensor(1.8605, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
275,0,276,"tensor(1.8312, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
276,0,277,"tensor(1.9507, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
277,0,278,"tensor(2.2163, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
278,0,279,"tensor(1.6336, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
279,0,280,"tensor(1.7807, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
280,0,281,"tensor(1.8605, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
281,0,282,"tensor(1.7244, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
282,0,283,"tensor(1.8741, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
283,0,284,"tensor(1.7841, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
284,0,285,"tensor(1.7323, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
285,0,286,"tensor(1.6437, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
286,0,287,"tensor(1.8038, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
287,0,288,"tensor(1.7993, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
288,0,289,"tensor(1.7304, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
289,0,290,"tensor(1.5294, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
290,0,291,"tensor(1.6173, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
291,0,292,"tensor(1.6918, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
292,0,293,"tensor(1.6732, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
293,0,294,"tensor(1.8038, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
294,0,295,"tensor(1.9766, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
295,0,296,"tensor(1.8126, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
296,0,297,"tensor(1.7573, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
297,0,298,"tensor(1.7747, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
298,0,299,"tensor(1.8250, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
299,0,300,"tensor(1.6527, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
300,0,301,"tensor(1.5214, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
301,0,302,"tensor(1.3805, device='cuda:0', grad_fn=<NllLossBackward0>)",,,,
