,paper_id,gen_sum
18,SP:f99a1b2dbcb7a7b30dbfcfc60668e94b4ad53410,"This paper proposes a new approach for entity alignment based on knowledge graph embedding learning. The proposed approach is based on the observation that the representation discrepancy between two potentially-aligned entities is implicitly bounded by a predefined margin in the scoring function. The authors argue that such a margin cannot guarantee to be tight enough for alignment learning. To mitigate this problem, the authors propose to learn KG-invariant and principled entity representations, meanwhile preserving the original infrastructure of existing methods. The experiments demonstrate consistent and significant improvement against the existing embedding-based entity alignment methods."
19,SP:f99a1b2dbcb7a7b30dbfcfc60668e94b4ad53410,"This paper proposes a new approach for entity alignment based on knowledge graph embedding learning. The proposed approach is based on the observation that the representation discrepancy between two potentially-aligned entities is implicitly bounded by a predefined margin in the scoring function. The authors argue that such a margin cannot guarantee to be tight enough for alignment learning. To mitigate this problem, the authors propose to learn KG-invariant and principled entity representations, meanwhile preserving the original infrastructure of existing methods. The experiments demonstrate consistent and significant improvement against the existing embedding-based entity alignment methods."
20,SP:f99a1b2dbcb7a7b30dbfcfc60668e94b4ad53410,"This paper proposes a new approach for entity alignment based on knowledge graph embedding learning. The proposed approach is based on the observation that the representation discrepancy between two potentially-aligned entities is implicitly bounded by a predefined margin in the scoring function. The authors argue that such a margin cannot guarantee to be tight enough for alignment learning. To mitigate this problem, the authors propose to learn KG-invariant and principled entity representations, meanwhile preserving the original infrastructure of existing methods. The experiments demonstrate consistent and significant improvement against the existing embedding-based entity alignment methods."
21,SP:0e42de72d10040289283516ec1bd324788f7d371,"This paper proposes a sensor algorithm co-design framework to improve the compression and energy efficiency of the PhlatCam camera. The proposed SACoD framework jointly optimizes the mask coded in the camera sensor and the backend CNN model via differential neural architecture search. Extensive experiments including both simulation and physical measurement on the manufactured masks show that the proposed method achieves aggressive model compression while maintaining or even boosting the task accuracy, when benchmarking over two state-of-the-art (SOTA)."
22,SP:0e42de72d10040289283516ec1bd324788f7d371,"This paper proposes a sensor algorithm co-design framework to improve the compression and energy efficiency of the PhlatCam camera. The proposed SACoD framework jointly optimizes the mask coded in the camera sensor and the backend CNN model via differential neural architecture search. Extensive experiments including both simulation and physical measurement on the manufactured masks show that the proposed method achieves aggressive model compression while maintaining or even boosting the task accuracy, when benchmarking over two state-of-the-art (SOTA)."
23,SP:0e42de72d10040289283516ec1bd324788f7d371,"This paper proposes a sensor algorithm co-design framework to improve the compression and energy efficiency of the PhlatCam camera. The proposed SACoD framework jointly optimizes the mask coded in the camera sensor and the backend CNN model via differential neural architecture search. Extensive experiments including both simulation and physical measurement on the manufactured masks show that the proposed method achieves aggressive model compression while maintaining or even boosting the task accuracy, when benchmarking over two state-of-the-art (SOTA)."
24,SP:493afcfa3fd64967785928ba3acecf3ffa6ce579,"This paper proposes a temporal matrix factorization model for understanding behavioral heterogeneity in complex social systems applicable in behavioral biology, social sciences, neuroscience, and information science. The authors use a unique dataset containing lifetime trajectories of all individuals over multiple generations in two honey bee colonies, and jointly learn the average developmental path and structured variations of individuals in the social network over their entire lives. The method yields inherently interpretable embeddings that are biologically plausible and consistent over time, which allows comparing individuals regardless of when or in which colony they lived."
25,SP:493afcfa3fd64967785928ba3acecf3ffa6ce579,"This paper proposes a temporal matrix factorization model for understanding behavioral heterogeneity in complex social systems applicable in behavioral biology, social sciences, neuroscience, and information science. The authors use a unique dataset containing lifetime trajectories of all individuals over multiple generations in two honey bee colonies, and jointly learn the average developmental path and structured variations of individuals in the social network over their entire lives. The method yields inherently interpretable embeddings that are biologically plausible and consistent over time, which allows comparing individuals regardless of when or in which colony they lived."
26,SP:493afcfa3fd64967785928ba3acecf3ffa6ce579,"This paper proposes a temporal matrix factorization model for understanding behavioral heterogeneity in complex social systems applicable in behavioral biology, social sciences, neuroscience, and information science. The authors use a unique dataset containing lifetime trajectories of all individuals over multiple generations in two honey bee colonies, and jointly learn the average developmental path and structured variations of individuals in the social network over their entire lives. The method yields inherently interpretable embeddings that are biologically plausible and consistent over time, which allows comparing individuals regardless of when or in which colony they lived."
27,SP:08ae056f269c731b92b5a3d59e18f9ccfc0b703c,"This paper proposes a data augmentation pipeline for image reconstruction tasks arising in medical imaging and explore its effectiveness at reducing the required training data in a variety of settings. The authors focus on accelerated magnetic resonance imaging, where the goal is to reconstruct an image from a few under-sampled linear measurements. The proposed DA pipeline is specifically designed to utilize the invariances of medical imaging measurements as naive DA strategies that neglect the physics of the problem fail. The experimental results show that for some problem regimes, DA can achieve comparable performance to the state of the art while using significantly fewer training data."
28,SP:08ae056f269c731b92b5a3d59e18f9ccfc0b703c,"This paper proposes a data augmentation pipeline for image reconstruction tasks arising in medical imaging and explore its effectiveness at reducing the required training data in a variety of settings. The authors focus on accelerated magnetic resonance imaging, where the goal is to reconstruct an image from a few under-sampled linear measurements. The proposed DA pipeline is specifically designed to utilize the invariances of medical imaging measurements as naive DA strategies that neglect the physics of the problem fail. The experimental results show that for some problem regimes, DA can achieve comparable performance to the state of the art while using significantly fewer training data."
29,SP:08ae056f269c731b92b5a3d59e18f9ccfc0b703c,"This paper proposes a data augmentation pipeline for image reconstruction tasks arising in medical imaging and explore its effectiveness at reducing the required training data in a variety of settings. The authors focus on accelerated magnetic resonance imaging, where the goal is to reconstruct an image from a few under-sampled linear measurements. The proposed DA pipeline is specifically designed to utilize the invariances of medical imaging measurements as naive DA strategies that neglect the physics of the problem fail. The experimental results show that for some problem regimes, DA can achieve comparable performance to the state of the art while using significantly fewer training data."
30,SP:3fdaae674a2b9d437a43d32778437dc7df9c1686,"This paper proposes a deep repulsive clustering (DRC) algorithm of ordered data for effective order learning. First, the order-identity decomposition (ORID) network is developed to divide the information of an object instance into an order-related feature and an identity feature. Then, the group object instances into clusters according to their identity features using a repulsive term. Moreover, the rank of a test instance is estimated by comparing it with references within the same cluster. Experimental results on facial age estimation, aesthetic score regression, and historical color image classification show that the proposed algorithm can cluster ordered data effectively and also yield excellent rank estimation performance."
31,SP:3fdaae674a2b9d437a43d32778437dc7df9c1686,"This paper proposes a deep repulsive clustering (DRC) algorithm of ordered data for effective order learning. First, the order-identity decomposition (ORID) network is developed to divide the information of an object instance into an order-related feature and an identity feature. Then, the group object instances into clusters according to their identity features using a repulsive term. Moreover, the rank of a test instance is estimated by comparing it with references within the same cluster. Experimental results on facial age estimation, aesthetic score regression, and historical color image classification show that the proposed algorithm can cluster ordered data effectively and also yield excellent rank estimation performance."
32,SP:3fdaae674a2b9d437a43d32778437dc7df9c1686,"This paper proposes a deep repulsive clustering (DRC) algorithm of ordered data for effective order learning. First, the order-identity decomposition (ORID) network is developed to divide the information of an object instance into an order-related feature and an identity feature. Then, the group object instances into clusters according to their identity features using a repulsive term. Moreover, the rank of a test instance is estimated by comparing it with references within the same cluster. Experimental results on facial age estimation, aesthetic score regression, and historical color image classification show that the proposed algorithm can cluster ordered data effectively and also yield excellent rank estimation performance."
33,SP:a5775441639529d61b7fee4b4298fd82a0c93bb5,"This paper proposes a method for episodic exploration in model-free reinforcement learning. The proposed method is based on the observation that humans distinguish good exploration behaviors by looking into the entire episode. The authors propose to use an episode-level exploration score to evaluate the exploration behavior of each episode and store the high-scoring episodes in a small ranking buffer. The method is evaluated on several procedurally-generated MiniGrid environments, a first-person-view 3D Maze navigation task from MiniWorld, and several sparse MuJoCo tasks."
34,SP:a5775441639529d61b7fee4b4298fd82a0c93bb5,"This paper proposes a method for episodic exploration in model-free reinforcement learning. The proposed method is based on the observation that humans distinguish good exploration behaviors by looking into the entire episode. The authors propose to use an episode-level exploration score to evaluate the exploration behavior of each episode and store the high-scoring episodes in a small ranking buffer. The method is evaluated on several procedurally-generated MiniGrid environments, a first-person-view 3D Maze navigation task from MiniWorld, and several sparse MuJoCo tasks."
35,SP:a5775441639529d61b7fee4b4298fd82a0c93bb5,"This paper proposes a method for episodic exploration in model-free reinforcement learning. The proposed method is based on the observation that humans distinguish good exploration behaviors by looking into the entire episode. The authors propose to use an episode-level exploration score to evaluate the exploration behavior of each episode and store the high-scoring episodes in a small ranking buffer. The method is evaluated on several procedurally-generated MiniGrid environments, a first-person-view 3D Maze navigation task from MiniWorld, and several sparse MuJoCo tasks."
36,SP:30024ac5aef153ae24c893a53bad93ead2526476,"This paper proposes a method for zero-shot learning (ZSL) that learns a mapping between the semantic space of class attributes and the visual space of images based on the seen classes and their data. The key challenge is how to align the representations in the two spaces. To solve this problem, the authors propose Isometric Propagation Network (IPN), which learns to propagate the class representations on an auto-generated graph within each space. The authors regularize the two dynamic propagation procedures to be isometric in terms of the two graphs’ edge weights per step by minimizing a consistency loss between them. The proposed method achieves state-of-the-art performance on three popular ZSL benchmarks."
37,SP:30024ac5aef153ae24c893a53bad93ead2526476,"This paper proposes a method for zero-shot learning (ZSL) that learns a mapping between the semantic space of class attributes and the visual space of images based on the seen classes and their data. The key challenge is how to align the representations in the two spaces. To solve this problem, the authors propose Isometric Propagation Network (IPN), which learns to propagate the class representations on an auto-generated graph within each space. The authors regularize the two dynamic propagation procedures to be isometric in terms of the two graphs’ edge weights per step by minimizing a consistency loss between them. The proposed method achieves state-of-the-art performance on three popular ZSL benchmarks."
38,SP:30024ac5aef153ae24c893a53bad93ead2526476,"This paper proposes a method for zero-shot learning (ZSL) that learns a mapping between the semantic space of class attributes and the visual space of images based on the seen classes and their data. The key challenge is how to align the representations in the two spaces. To solve this problem, the authors propose Isometric Propagation Network (IPN), which learns to propagate the class representations on an auto-generated graph within each space. The authors regularize the two dynamic propagation procedures to be isometric in terms of the two graphs’ edge weights per step by minimizing a consistency loss between them. The proposed method achieves state-of-the-art performance on three popular ZSL benchmarks."
39,SP:1d7c174f4f7a0eb26edceecc117f9af1528802e5,"This paper proposes a new Transformer architecture that leverages task-conditioned hyper networks for controlling its feed-forward layers. Specifically, the authors propose a decomposable hypernetwork that learns grid-wise projections that help to specialize regions in weight matrices for different tasks. The proposed method learns the interactions and composition between a global (task-agnostic) state and a local task-specific state. Experiments on GLUE/SuperGLUE show the effectiveness of the proposed method."
40,SP:1d7c174f4f7a0eb26edceecc117f9af1528802e5,"This paper proposes a new Transformer architecture that leverages task-conditioned hyper networks for controlling its feed-forward layers. Specifically, the authors propose a decomposable hypernetwork that learns grid-wise projections that help to specialize regions in weight matrices for different tasks. The proposed method learns the interactions and composition between a global (task-agnostic) state and a local task-specific state. Experiments on GLUE/SuperGLUE show the effectiveness of the proposed method."
41,SP:1d7c174f4f7a0eb26edceecc117f9af1528802e5,"This paper proposes a new Transformer architecture that leverages task-conditioned hyper networks for controlling its feed-forward layers. Specifically, the authors propose a decomposable hypernetwork that learns grid-wise projections that help to specialize regions in weight matrices for different tasks. The proposed method learns the interactions and composition between a global (task-agnostic) state and a local task-specific state. Experiments on GLUE/SuperGLUE show the effectiveness of the proposed method."
42,SP:d957241c02163c1c5bc03a688aa4a2eb486fb9f1,"This paper studies the sensitivity of the learning algorithm with respect to varying quality in the image input for autonomous driving. Based on the results of sensitivity analysis, the authors propose an algorithm to improve the overall performance of the task of “learning to steer”. The results show that the proposed algorithm is able to enhance the learning outcomes up to 48%. A comparative study drawn between the approach and other related techniques, such as data augmentation and adversarial training, confirms the effectiveness of the proposed method."
43,SP:d957241c02163c1c5bc03a688aa4a2eb486fb9f1,"This paper studies the sensitivity of the learning algorithm with respect to varying quality in the image input for autonomous driving. Based on the results of sensitivity analysis, the authors propose an algorithm to improve the overall performance of the task of “learning to steer”. The results show that the proposed algorithm is able to enhance the learning outcomes up to 48%. A comparative study drawn between the approach and other related techniques, such as data augmentation and adversarial training, confirms the effectiveness of the proposed method."
44,SP:d957241c02163c1c5bc03a688aa4a2eb486fb9f1,"This paper studies the sensitivity of the learning algorithm with respect to varying quality in the image input for autonomous driving. Based on the results of sensitivity analysis, the authors propose an algorithm to improve the overall performance of the task of “learning to steer”. The results show that the proposed algorithm is able to enhance the learning outcomes up to 48%. A comparative study drawn between the approach and other related techniques, such as data augmentation and adversarial training, confirms the effectiveness of the proposed method."
45,SP:2df9ba21f72e041f80c7bc9ecfe89353f172b058,"This paper proposes Deep Constraint Completion and Correction (DC3), an algorithm to enforce the hard constraints of optimization problems. Specifically, this method enforces feasibility via a differentiable procedure, which implicitly completes partial solutions to satisfy equality constraints and unrolls gradient-based corrections to satisfy inequality constraints. The authors demonstrate the effectiveness of DC3 in both synthetic optimization tasks and the real-world setting of AC optimal power flow, where hard constraints encode the physics of the electrical grid."
46,SP:2df9ba21f72e041f80c7bc9ecfe89353f172b058,"This paper proposes Deep Constraint Completion and Correction (DC3), an algorithm to enforce the hard constraints of optimization problems. Specifically, this method enforces feasibility via a differentiable procedure, which implicitly completes partial solutions to satisfy equality constraints and unrolls gradient-based corrections to satisfy inequality constraints. The authors demonstrate the effectiveness of DC3 in both synthetic optimization tasks and the real-world setting of AC optimal power flow, where hard constraints encode the physics of the electrical grid."
47,SP:2df9ba21f72e041f80c7bc9ecfe89353f172b058,"This paper proposes Deep Constraint Completion and Correction (DC3), an algorithm to enforce the hard constraints of optimization problems. Specifically, this method enforces feasibility via a differentiable procedure, which implicitly completes partial solutions to satisfy equality constraints and unrolls gradient-based corrections to satisfy inequality constraints. The authors demonstrate the effectiveness of DC3 in both synthetic optimization tasks and the real-world setting of AC optimal power flow, where hard constraints encode the physics of the electrical grid."
48,SP:61a0163b21dc8f92dd699c1e154f53d30c80b2fe,"This paper proposes a new regularization scheme for neural network pruning. The proposed scheme is based on the L2 regularization, where the regularization grows large gradually to tackle two central problems of pruning: pruning schedule and weight importance scoring. The growing penalty scheme also brings an approach to exploit the Hessian information for more accurate pruning without knowing their specific values, thus not bothered by the common Hessian approximation problems. Empirically, the proposed algorithms are easy to implement and scalable to large datasets and networks in both structured and unstructured pruning settings."
49,SP:61a0163b21dc8f92dd699c1e154f53d30c80b2fe,"This paper proposes a new regularization scheme for neural network pruning. The proposed scheme is based on the L2 regularization, where the regularization grows large gradually to tackle two central problems of pruning: pruning schedule and weight importance scoring. The growing penalty scheme also brings an approach to exploit the Hessian information for more accurate pruning without knowing their specific values, thus not bothered by the common Hessian approximation problems. Empirically, the proposed algorithms are easy to implement and scalable to large datasets and networks in both structured and unstructured pruning settings."
50,SP:61a0163b21dc8f92dd699c1e154f53d30c80b2fe,"This paper proposes a new regularization scheme for neural network pruning. The proposed scheme is based on the L2 regularization, where the regularization grows large gradually to tackle two central problems of pruning: pruning schedule and weight importance scoring. The growing penalty scheme also brings an approach to exploit the Hessian information for more accurate pruning without knowing their specific values, thus not bothered by the common Hessian approximation problems. Empirically, the proposed algorithms are easy to implement and scalable to large datasets and networks in both structured and unstructured pruning settings."
51,SP:7b2bf0e36c926d1ed5ab9593a11e4ebce49df6ba,"This paper investigates the role of planning in model-based reinforcement learning (MBRL). The authors study MuZero, a state-of-the-art MBRL algorithm with strong connections and overlapping components with many other MBRL algorithms. The authors perform a number of interventions and ablations of MuZero across a wide range of environments, including control tasks, Atari, and 9x9 Go. The results suggest the following: (1) Planning is most useful in the learning process, both for policy updates and for providing a more useful data distribution. (2) Using shallow trees with simple Monte-Carlo rollouts is as performant as more complex methods, except in the most difficult reasoning tasks. (3) Planning alone is insufficient to drive strong generalization."
52,SP:7b2bf0e36c926d1ed5ab9593a11e4ebce49df6ba,"This paper investigates the role of planning in model-based reinforcement learning (MBRL). The authors study MuZero, a state-of-the-art MBRL algorithm with strong connections and overlapping components with many other MBRL algorithms. The authors perform a number of interventions and ablations of MuZero across a wide range of environments, including control tasks, Atari, and 9x9 Go. The results suggest the following: (1) Planning is most useful in the learning process, both for policy updates and for providing a more useful data distribution. (2) Using shallow trees with simple Monte-Carlo rollouts is as performant as more complex methods, except in the most difficult reasoning tasks. (3) Planning alone is insufficient to drive strong generalization."
53,SP:7b2bf0e36c926d1ed5ab9593a11e4ebce49df6ba,"This paper investigates the role of planning in model-based reinforcement learning (MBRL). The authors study MuZero, a state-of-the-art MBRL algorithm with strong connections and overlapping components with many other MBRL algorithms. The authors perform a number of interventions and ablations of MuZero across a wide range of environments, including control tasks, Atari, and 9x9 Go. The results suggest the following: (1) Planning is most useful in the learning process, both for policy updates and for providing a more useful data distribution. (2) Using shallow trees with simple Monte-Carlo rollouts is as performant as more complex methods, except in the most difficult reasoning tasks. (3) Planning alone is insufficient to drive strong generalization."
54,SP:96afc34acb196af0b37f66ca9c89ae22ee7b6521,"This paper proposes a new value iteration network (VIN) method for implicit planning in reinforcement learning. The main idea is to use contrastive self-supervised learning, graph representation learning, and neural algorithmic reasoning to improve the performance of VIN-like models when the underlying MDP is discrete, fixed and known. Experiments show that the proposed method outperforms model-free baselines across three general MDP setups."
55,SP:96afc34acb196af0b37f66ca9c89ae22ee7b6521,"This paper proposes a new value iteration network (VIN) method for implicit planning in reinforcement learning. The main idea is to use contrastive self-supervised learning, graph representation learning, and neural algorithmic reasoning to improve the performance of VIN-like models when the underlying MDP is discrete, fixed and known. Experiments show that the proposed method outperforms model-free baselines across three general MDP setups."
56,SP:96afc34acb196af0b37f66ca9c89ae22ee7b6521,"This paper proposes a new value iteration network (VIN) method for implicit planning in reinforcement learning. The main idea is to use contrastive self-supervised learning, graph representation learning, and neural algorithmic reasoning to improve the performance of VIN-like models when the underlying MDP is discrete, fixed and known. Experiments show that the proposed method outperforms model-free baselines across three general MDP setups."
57,SP:b0fa24ad48e7e60d6899bd799adcd03473cadd6e,"This paper studies the inductive bias of neural networks for learning read-once Boolean functions. The authors first observe empirically that the learned neurons are aligned with the terms of the DNF, despite the fact that there are many zero-error networks that do not have this property. They then provide theoretical insights on the learning process and the optimization to better understand why gradient descent “chooses” the compact representation. Finally, they empirically show that their results are validated in the empirical case for high dimensional DNFs, more general network architectures and tabular datasets."
58,SP:b0fa24ad48e7e60d6899bd799adcd03473cadd6e,"This paper studies the inductive bias of neural networks for learning read-once Boolean functions. The authors first observe empirically that the learned neurons are aligned with the terms of the DNF, despite the fact that there are many zero-error networks that do not have this property. They then provide theoretical insights on the learning process and the optimization to better understand why gradient descent “chooses” the compact representation. Finally, they empirically show that their results are validated in the empirical case for high dimensional DNFs, more general network architectures and tabular datasets."
59,SP:b0fa24ad48e7e60d6899bd799adcd03473cadd6e,"This paper studies the inductive bias of neural networks for learning read-once Boolean functions. The authors first observe empirically that the learned neurons are aligned with the terms of the DNF, despite the fact that there are many zero-error networks that do not have this property. They then provide theoretical insights on the learning process and the optimization to better understand why gradient descent “chooses” the compact representation. Finally, they empirically show that their results are validated in the empirical case for high dimensional DNFs, more general network architectures and tabular datasets."
60,SP:6e600bedbf995375fd41cc0b517ddefb918318af,"This paper proposes a method for learning a graph-structured reinforcement learning model for sparse reward environments. The main idea is to build a dynamic graph on top of state transitions in the replay buffer based on historical trajectories and develop an attention strategy on the map to select an appropriate goal direction, which decomposes the task of reaching a distant goal state into a sequence of easier tasks. The authors also leverage graph structure to sample related trajectories for efficient value learning. Experiments show that the proposed method can outperform the state-of-the-art algorithms in terms of sample efficiency."
61,SP:6e600bedbf995375fd41cc0b517ddefb918318af,"This paper proposes a method for learning a graph-structured reinforcement learning model for sparse reward environments. The main idea is to build a dynamic graph on top of state transitions in the replay buffer based on historical trajectories and develop an attention strategy on the map to select an appropriate goal direction, which decomposes the task of reaching a distant goal state into a sequence of easier tasks. The authors also leverage graph structure to sample related trajectories for efficient value learning. Experiments show that the proposed method can outperform the state-of-the-art algorithms in terms of sample efficiency."
62,SP:6e600bedbf995375fd41cc0b517ddefb918318af,"This paper proposes a method for learning a graph-structured reinforcement learning model for sparse reward environments. The main idea is to build a dynamic graph on top of state transitions in the replay buffer based on historical trajectories and develop an attention strategy on the map to select an appropriate goal direction, which decomposes the task of reaching a distant goal state into a sequence of easier tasks. The authors also leverage graph structure to sample related trajectories for efficient value learning. Experiments show that the proposed method can outperform the state-of-the-art algorithms in terms of sample efficiency."
63,SP:80c62de18a6a7433c9728fe0d731f733bb89e898,"This paper proposes a method to sample from different training levels for reinforcement learning agents. The method is based on the idea that different levels provide different learning progress for an agent at specific times during training. The authors propose to use temporal-difference (TD) errors, while previously used to selectively sample past transitions, also prove effective for scoring a level’s future learning potential when the agent replays (that is, revisits) that level to generate entirely new episodes of experiences from it."
