,paper_id,gen_sum
33,SP:a5775441639529d61b7fee4b4298fd82a0c93bb5,"This paper proposes a method for sparse MuJoCo tasks. The method is based on the idea of episode-level exploration, where the goal is to maximize the exploration score over the course of an episode. The authors show that the proposed method can outperform existing methods on MiniGrid environments."
34,SP:a5775441639529d61b7fee4b4298fd82a0c93bb5,"This paper proposes a method for sparse MuJoCo tasks. The method is based on the idea of episode-level exploration, where the goal is to maximize the exploration score over the course of an episode. The authors show that the proposed method can outperform existing methods on MiniGrid environments."
35,SP:a5775441639529d61b7fee4b4298fd82a0c93bb5,"This paper proposes a method for sparse MuJoCo tasks. The method is based on the idea of episode-level exploration, where the goal is to maximize the exploration score over the course of an episode. The authors show that the proposed method can outperform existing methods on MiniGrid environments."
36,SP:30024ac5aef153ae24c893a53bad93ead2526476,"This paper proposes a method for zero-shot learning (ZSL) based on the Isometric Propagation Network (IPN). The main idea of the method is to learn a class-dependent representation of the image, which is then used to train an auto-generator that maps the image to a class representation. The method is evaluated on a variety of benchmark datasets and compared to a number of baselines."
37,SP:30024ac5aef153ae24c893a53bad93ead2526476,"This paper proposes a method for zero-shot learning (ZSL) based on the Isometric Propagation Network (IPN). The main idea of the method is to learn a class-dependent representation of the image, which is then used to train an auto-generator that maps the image to a class representation. The method is evaluated on a variety of benchmark datasets and compared to a number of baselines."
38,SP:30024ac5aef153ae24c893a53bad93ead2526476,"This paper proposes a method for zero-shot learning (ZSL) based on the Isometric Propagation Network (IPN). The main idea of the method is to learn a class-dependent representation of the image, which is then used to train an auto-generator that maps the image to a class representation. The method is evaluated on a variety of benchmark datasets and compared to a number of baselines."
39,SP:1d7c174f4f7a0eb26edceecc117f9af1528802e5,"This paper proposes a new architecture for multi-task learning based on hyper-grid transformers. The proposed architecture is based on a decomposable hyper-network, which can be used for both global and local task-agnostic tasks. The authors show that the proposed method is able to achieve state-of-the-art performance on GLUE and SuperGLUE tasks. "
40,SP:1d7c174f4f7a0eb26edceecc117f9af1528802e5,"This paper proposes a new architecture for multi-task learning based on hyper-grid transformers. The proposed architecture is based on a decomposable hyper-network, which can be used for both global and local task-agnostic tasks. The authors show that the proposed method is able to achieve state-of-the-art performance on GLUE and SuperGLUE tasks. "
41,SP:1d7c174f4f7a0eb26edceecc117f9af1528802e5,"This paper proposes a new architecture for multi-task learning based on hyper-grid transformers. The proposed architecture is based on a decomposable hyper-network, which can be used for both global and local task-agnostic tasks. The authors show that the proposed method is able to achieve state-of-the-art performance on GLUE and SuperGLUE tasks. "
42,SP:d957241c02163c1c5bc03a688aa4a2eb486fb9f1,"This paper proposes a method for self-driving car training. The proposed method is based on a sensitivity analysis of the input image and the output of a neural network trained on the input. The method is evaluated on a variety of image classification tasks, and compared to a number of baselines. The results show that the proposed method outperforms the baselines in terms of accuracy and robustness to adversarial attacks."
43,SP:d957241c02163c1c5bc03a688aa4a2eb486fb9f1,"This paper proposes a method for self-driving car training. The proposed method is based on a sensitivity analysis of the input image and the output of a neural network trained on the input. The method is evaluated on a variety of image classification tasks, and compared to a number of baselines. The results show that the proposed method outperforms the baselines in terms of accuracy and robustness to adversarial attacks."
44,SP:d957241c02163c1c5bc03a688aa4a2eb486fb9f1,"This paper proposes a method for self-driving car training. The proposed method is based on a sensitivity analysis of the input image and the output of a neural network trained on the input. The method is evaluated on a variety of image classification tasks, and compared to a number of baselines. The results show that the proposed method outperforms the baselines in terms of accuracy and robustness to adversarial attacks."
45,SP:2df9ba21f72e041f80c7bc9ecfe89353f172b058,"This paper proposes Deep Constraint Completion and Correction (DC3), a method for solving problems with hard constraints. The main idea of DC3 is to use gradient-based corrections to address inequality constraints and equality constraints. In particular, DC3 uses a differentiable procedure to estimate the feasibility of the proposed method. Experiments on synthetic optimization tasks and AC optimal power flow show that DC3 can achieve near-optimal objective values."
46,SP:2df9ba21f72e041f80c7bc9ecfe89353f172b058,"This paper proposes Deep Constraint Completion and Correction (DC3), a method for solving problems with hard constraints. The main idea of DC3 is to use gradient-based corrections to address inequality constraints and equality constraints. In particular, DC3 uses a differentiable procedure to estimate the feasibility of the proposed method. Experiments on synthetic optimization tasks and AC optimal power flow show that DC3 can achieve near-optimal objective values."
47,SP:2df9ba21f72e041f80c7bc9ecfe89353f172b058,"This paper proposes Deep Constraint Completion and Correction (DC3), a method for solving problems with hard constraints. The main idea of DC3 is to use gradient-based corrections to address inequality constraints and equality constraints. In particular, DC3 uses a differentiable procedure to estimate the feasibility of the proposed method. Experiments on synthetic optimization tasks and AC optimal power flow show that DC3 can achieve near-optimal objective values."
48,SP:61a0163b21dc8f92dd699c1e154f53d30c80b2fe,"This paper studies the problem of pruning deep neural networks in the presence of sparsity. The authors propose a new regularization method, L2 regularization, which is based on the Hessian approximation problem. The main idea of the proposed method is to use a growing penalty scheme to penalize the weights of the network during the pruning process. The proposed method can be applied to both structured and unstructured pruning, and is shown to outperform existing methods on CIFAR-10 and ImageNet."
49,SP:61a0163b21dc8f92dd699c1e154f53d30c80b2fe,"This paper studies the problem of pruning deep neural networks in the presence of sparsity. The authors propose a new regularization method, L2 regularization, which is based on the Hessian approximation problem. The main idea of the proposed method is to use a growing penalty scheme to penalize the weights of the network during the pruning process. The proposed method can be applied to both structured and unstructured pruning, and is shown to outperform existing methods on CIFAR-10 and ImageNet."
50,SP:61a0163b21dc8f92dd699c1e154f53d30c80b2fe,"This paper studies the problem of pruning deep neural networks in the presence of sparsity. The authors propose a new regularization method, L2 regularization, which is based on the Hessian approximation problem. The main idea of the proposed method is to use a growing penalty scheme to penalize the weights of the network during the pruning process. The proposed method can be applied to both structured and unstructured pruning, and is shown to outperform existing methods on CIFAR-10 and ImageNet."
51,SP:7b2bf0e36c926d1ed5ab9593a11e4ebce49df6ba,"This paper proposes a model-based reinforcement learning (MBRL) algorithm, MuZero, that combines model-free reinforcement learning with planning. The main idea of MuZero is to use Monte-Carlo rollouts to learn a shallow tree, which is then used for policy updates. The experiments show that MuZero outperforms the state-of-the-art models on a variety of tasks, including zero-shot learning and Atari."
52,SP:7b2bf0e36c926d1ed5ab9593a11e4ebce49df6ba,"This paper proposes a model-based reinforcement learning (MBRL) algorithm, MuZero, that combines model-free reinforcement learning with planning. The main idea of MuZero is to use Monte-Carlo rollouts to learn a shallow tree, which is then used for policy updates. The experiments show that MuZero outperforms the state-of-the-art models on a variety of tasks, including zero-shot learning and Atari."
53,SP:7b2bf0e36c926d1ed5ab9593a11e4ebce49df6ba,"This paper proposes a model-based reinforcement learning (MBRL) algorithm, MuZero, that combines model-free reinforcement learning with planning. The main idea of MuZero is to use Monte-Carlo rollouts to learn a shallow tree, which is then used for policy updates. The experiments show that MuZero outperforms the state-of-the-art models on a variety of tasks, including zero-shot learning and Atari."
54,SP:96afc34acb196af0b37f66ca9c89ae22ee7b6521,"This paper proposes Latent Value Iteration Networks (XLVINs), a deep reinforcement learning model for planning in Markov Decision Processes (MDPs). XLVIN is a combination of VINs and contrastive self-supervised learning (DSL). The main idea is to learn a latent representation of the state space of the MDP, which is then used to train a value iteration network (VIN) that iteratively iteratively updates the value of the current state in the latent space. The authors show that the proposed model outperforms the state-of-the-art VIN-like models on a variety of MDPs. "
55,SP:96afc34acb196af0b37f66ca9c89ae22ee7b6521,"This paper proposes Latent Value Iteration Networks (XLVINs), a deep reinforcement learning model for planning in Markov Decision Processes (MDPs). XLVIN is a combination of VINs and contrastive self-supervised learning (DSL). The main idea is to learn a latent representation of the state space of the MDP, which is then used to train a value iteration network (VIN) that iteratively iteratively updates the value of the current state in the latent space. The authors show that the proposed model outperforms the state-of-the-art VIN-like models on a variety of MDPs. "
56,SP:96afc34acb196af0b37f66ca9c89ae22ee7b6521,"This paper proposes Latent Value Iteration Networks (XLVINs), a deep reinforcement learning model for planning in Markov Decision Processes (MDPs). XLVIN is a combination of VINs and contrastive self-supervised learning (DSL). The main idea is to learn a latent representation of the state space of the MDP, which is then used to train a value iteration network (VIN) that iteratively iteratively updates the value of the current state in the latent space. The authors show that the proposed model outperforms the state-of-the-art VIN-like models on a variety of MDPs. "
57,SP:b0fa24ad48e7e60d6899bd799adcd03473cadd6e,This paper studies the problem of learning read-then-write (DNF) functions in the distribution free setting. The authors propose a novel method for learning DNFs that is based on a convex neural network and a gradient descent algorithm. The main contribution of the paper is a proof of the inductive bias of the learning process in the case of DNF functions. The proof relies on a computer assisted proof of a logical formula for the DNF. The paper also provides a theoretical analysis of the risk of learning a DNF under margin constraints.
58,SP:b0fa24ad48e7e60d6899bd799adcd03473cadd6e,This paper studies the problem of learning read-then-write (DNF) functions in the distribution free setting. The authors propose a novel method for learning DNFs that is based on a convex neural network and a gradient descent algorithm. The main contribution of the paper is a proof of the inductive bias of the learning process in the case of DNF functions. The proof relies on a computer assisted proof of a logical formula for the DNF. The paper also provides a theoretical analysis of the risk of learning a DNF under margin constraints.
59,SP:b0fa24ad48e7e60d6899bd799adcd03473cadd6e,This paper studies the problem of learning read-then-write (DNF) functions in the distribution free setting. The authors propose a novel method for learning DNFs that is based on a convex neural network and a gradient descent algorithm. The main contribution of the paper is a proof of the inductive bias of the learning process in the case of DNF functions. The proof relies on a computer assisted proof of a logical formula for the DNF. The paper also provides a theoretical analysis of the risk of learning a DNF under margin constraints.
60,SP:6e600bedbf995375fd41cc0b517ddefb918318af,This paper proposes a graph structured reinforcement learning (GSRL) algorithm for sparse reward functions. The authors propose to use a replay buffer to store historical trajectories and then use a graph attention strategy to map the state transitions to a dynamic graph. The proposed algorithm is evaluated on a variety of sparse reward tasks and compared to several baselines.
61,SP:6e600bedbf995375fd41cc0b517ddefb918318af,This paper proposes a graph structured reinforcement learning (GSRL) algorithm for sparse reward functions. The authors propose to use a replay buffer to store historical trajectories and then use a graph attention strategy to map the state transitions to a dynamic graph. The proposed algorithm is evaluated on a variety of sparse reward tasks and compared to several baselines.
62,SP:6e600bedbf995375fd41cc0b517ddefb918318af,This paper proposes a graph structured reinforcement learning (GSRL) algorithm for sparse reward functions. The authors propose to use a replay buffer to store historical trajectories and then use a graph attention strategy to map the state transitions to a dynamic graph. The proposed algorithm is evaluated on a variety of sparse reward tasks and compared to several baselines.
63,SP:80c62de18a6a7433c9728fe0d731f733bb89e898,"This paper proposes a method for systematic generalization of reinforcement learning agents in simulated environments. The method is based on the idea of prioritized level replay, which is a method that re-evaluates the state of an agent at different levels of training. The authors show that the proposed method is able to improve sample efficiency, generalization, and robustness to temporal-difference (TD) errors on Procgen and MiniGrid environments. "
64,SP:80c62de18a6a7433c9728fe0d731f733bb89e898,"This paper proposes a method for systematic generalization of reinforcement learning agents in simulated environments. The method is based on the idea of prioritized level replay, which is a method that re-evaluates the state of an agent at different levels of training. The authors show that the proposed method is able to improve sample efficiency, generalization, and robustness to temporal-difference (TD) errors on Procgen and MiniGrid environments. "
65,SP:80c62de18a6a7433c9728fe0d731f733bb89e898,"This paper proposes a method for systematic generalization of reinforcement learning agents in simulated environments. The method is based on the idea of prioritized level replay, which is a method that re-evaluates the state of an agent at different levels of training. The authors show that the proposed method is able to improve sample efficiency, generalization, and robustness to temporal-difference (TD) errors on Procgen and MiniGrid environments. "
66,SP:fd92d766a7721a411ff8c422bec18391d028fa78,"This paper proposes a model-agnostic framework for multi-task learning. The proposed method is based on a combination of automatic differentiation procedures and randomized singular value decomposition. The main contribution of this paper is to propose a novel algorithm that can be applied to both pre-training and multitask learning. In particular, the authors propose an auxiliary task gradients that are independent of the primary task loss and can be used as auxiliary updates to the main task loss. Experiments are conducted on both out-of-distribution and in-domain datasets and show the effectiveness of the proposed method."
67,SP:fd92d766a7721a411ff8c422bec18391d028fa78,"This paper proposes a model-agnostic framework for multi-task learning. The proposed method is based on a combination of automatic differentiation procedures and randomized singular value decomposition. The main contribution of this paper is to propose a novel algorithm that can be applied to both pre-training and multitask learning. In particular, the authors propose an auxiliary task gradients that are independent of the primary task loss and can be used as auxiliary updates to the main task loss. Experiments are conducted on both out-of-distribution and in-domain datasets and show the effectiveness of the proposed method."
68,SP:fd92d766a7721a411ff8c422bec18391d028fa78,"This paper proposes a model-agnostic framework for multi-task learning. The proposed method is based on a combination of automatic differentiation procedures and randomized singular value decomposition. The main contribution of this paper is to propose a novel algorithm that can be applied to both pre-training and multitask learning. In particular, the authors propose an auxiliary task gradients that are independent of the primary task loss and can be used as auxiliary updates to the main task loss. Experiments are conducted on both out-of-distribution and in-domain datasets and show the effectiveness of the proposed method."
69,SP:8eb8c34e56de137bfc32ea0fd8cd94e4bff5907d,This paper proposes a method for one-shot word-object binding in a 3D environment. The method is based on meta-learning and episodic memory. The authors propose to use a dual-coding external memory to store both short-term and long-term information. They also propose a memory writing mechanism to encourage intrinsic motivation. Experiments on ShapeNet show that the proposed method outperforms the baselines.
70,SP:8eb8c34e56de137bfc32ea0fd8cd94e4bff5907d,This paper proposes a method for one-shot word-object binding in a 3D environment. The method is based on meta-learning and episodic memory. The authors propose to use a dual-coding external memory to store both short-term and long-term information. They also propose a memory writing mechanism to encourage intrinsic motivation. Experiments on ShapeNet show that the proposed method outperforms the baselines.
71,SP:8eb8c34e56de137bfc32ea0fd8cd94e4bff5907d,This paper proposes a method for one-shot word-object binding in a 3D environment. The method is based on meta-learning and episodic memory. The authors propose to use a dual-coding external memory to store both short-term and long-term information. They also propose a memory writing mechanism to encourage intrinsic motivation. Experiments on ShapeNet show that the proposed method outperforms the baselines.
72,SP:9bd3d99bce743d356eb18692ef93365c78e5fcec,"This paper studies the problem of few-shot class-imbalance in supervised learning. In particular, the authors study the relationship between the dataset and support set imbalance. The authors show that the dataset level is more sensitive to the imbalance than the support set level, and propose a few strategies to address this issue. The experiments are conducted on CIFAR-10 and ImageNet."
73,SP:9bd3d99bce743d356eb18692ef93365c78e5fcec,"This paper studies the problem of few-shot class-imbalance in supervised learning. In particular, the authors study the relationship between the dataset and support set imbalance. The authors show that the dataset level is more sensitive to the imbalance than the support set level, and propose a few strategies to address this issue. The experiments are conducted on CIFAR-10 and ImageNet."
74,SP:9bd3d99bce743d356eb18692ef93365c78e5fcec,"This paper studies the problem of few-shot class-imbalance in supervised learning. In particular, the authors study the relationship between the dataset and support set imbalance. The authors show that the dataset level is more sensitive to the imbalance than the support set level, and propose a few strategies to address this issue. The experiments are conducted on CIFAR-10 and ImageNet."
75,SP:2a9cbbe3661d2f02f71472d0111f22a739412226,"This paper proposes a novel graph convolutional neural network (GCN) architecture based on a neighborhood aggregating scheme. The proposed method is based on the Polynomial Graph Convolution (PGC) layer, which is an extension of the original GCN. In particular, the authors propose a new receptive field for the convolution operator, which allows for a wider receptive field. The authors show that the proposed method outperforms the existing GCN on several graph classification benchmarks."
76,SP:2a9cbbe3661d2f02f71472d0111f22a739412226,"This paper proposes a novel graph convolutional neural network (GCN) architecture based on a neighborhood aggregating scheme. The proposed method is based on the Polynomial Graph Convolution (PGC) layer, which is an extension of the original GCN. In particular, the authors propose a new receptive field for the convolution operator, which allows for a wider receptive field. The authors show that the proposed method outperforms the existing GCN on several graph classification benchmarks."
77,SP:2a9cbbe3661d2f02f71472d0111f22a739412226,"This paper proposes a novel graph convolutional neural network (GCN) architecture based on a neighborhood aggregating scheme. The proposed method is based on the Polynomial Graph Convolution (PGC) layer, which is an extension of the original GCN. In particular, the authors propose a new receptive field for the convolution operator, which allows for a wider receptive field. The authors show that the proposed method outperforms the existing GCN on several graph classification benchmarks."
78,SP:b0a6873eb4bbf5cdc4a5dfa08782225ae91fc589,"This paper proposes Sim2SG, a method for sim-to-real transfer of scene graph (SG) generation. The method is based on the observation that there is a large gap between real-world data and synthetic data. To bridge this gap, the authors propose to use supervised data from the real world to generate the scene graph, and then use the generated scene graph to train the model on the synthetic data to bridge the gap between the two domains. The authors evaluate the proposed method on toy simulators and realistic simulators, and show that the method outperforms the baselines."
