paper_id,summary
SP:c306530164d677e670554eeba8203c66bb3d9f7a,"This paper proposes a method for non - autoregressive text to speech ( TTS ) models. The proposed method builds on top of FastSpeech ( Ren et al., 2019 ), which uses a teacher model for duration prediction and knowledge distillation to simplify the data distribution in output. However, the proposed method has two main drawbacks : 1 ) the teacher - student distillation pipeline is complicated and time - consuming, 2 ) the duration extracted from the teacher model is not accurate enough, and the target mel - spectrograms distilled from teacher model suffer from information loss due to data simplification, both of which are addressed by directly training the model with ground - truth training instead of the simplified output from teacher, and introducing more variation information of speech ( pitch, energy and more accurate duration ) as conditional inputs in training and use predicted values in inference. In addition, the authors propose a method that is the first attempt to directly generate speech waveform from text in parallel, enjoying the benefit of fully end - to - end inference. The experimental results show that the proposed methods can achieve a 3x training speed - up over the previous fastSpeech model."
SP:79e9fb20d383816f54738ce70d137131ebc10290,"This paper studies the problem of unsupervised dimension reduction ( UDR ) in the language of tempered distributions, i.e., approximating an empirical probability density function pemp(x) by another tempered distribution q(x ) whose support is in a k - dimensional subspace. The problem is reduced to the minimization of the distance between q and pemp, D(q, pemp ) over a set of generalized functions. This infinite - dimensional formulation allows to establish a connection with another classical problem of data science — the sufficient dimension reduction problem ( SDR ). An algorithm for UDR induces an algorithm for SDR and vice versa. The authors introduce a nonnegative penalty function R(f ) that “ forces ” “forces ” the “ distributions ” to obey a two - step iterative two - dimensional two - stage iterative scheme. They demonstrate the method on 3 UDR and 1 SDR using synthetic data and standard datasets."
SP:93e54522e6c2b805905d21fc968fc40866f2898b,"This paper proposes Feature Contrastive Learning ( FCL ) to improve the robustness and sensitivity of image classification models. FCL leverages two notions : contextual feature utility and contextual feature sensitivity. The former is used to encourage the model to be more sensitive to features that have higher contextual utility, while the latter is used for sensitivity to rare or underrepresented patterns. Experiments on CIFAR-10 and ImageNet show that FCL achieves a better balance between sensitivity and robustness."
SP:f03c50f15022c4f56ac2b3085354ffed38ad1145,"This paper proposes a generative adversarial imitation learning ( GAIL ) algorithm for imitation learning. The key idea of GAIL is to learn a latent representation of the state space of the expert and the agent by regularizing the discriminator network. The discriminator is trained with adversarial training to maximize the mutual information between the latent representation and the states of the agent and the expert. The latent representation is then disentangled from the full set of optimal states and actions taken by the agent. The authors show that their method is able to imitate in a diverse range of control problems, including balancing, manipulation and locomotive tasks."
SP:ef18f4188426bc01be309633b486884b0e7a81a4,"This paper studies the generalization properties of a pruned neural network. The authors show that the convex region near a desirable model with guaranteed generalization enlarges as the neural network model is pruned, indicating the structural importance of a winning ticket. The number of samples required for achieving zero generalization error is proportional to the number of the non - pruned weights in the hidden layer. Theoretical results are acquired from learning a pruning neural network of one hidden layer, while experimental results are further provided to justify the implications in pruning multi - layer neural networks."
SP:eed6cb2f8caed39f8295f4aeb6e044c2ac981c4d,"This paper proposes a method to automatically learn the labels for augmented data based on the distance between the clean distribution and augmented distribution. The method is built on label smoothing and is guided by the calibration - performance over a hold - out validation set. The authors show that AutoLabel is a generic framework that can be easily applied to existing data augmentation methods, including AugMix, mixup, and adversarial training. Experiments on CIFAR-10 and ImageNet show that the proposed method can improve the accuracy and calibration performance, especially under distributional shift."
SP:0d5017e1a405bf86e3bac40e6e59886d4bf48450,"This paper proposes RELIC, a self - supervised representation learning method that enforces invariant prediction of proxy targets across augmentations through an invariant regularizer. The authors show how data augmentations can be more effectively utilized through explicit invariance constraints on the proxy classifiers employed during pretraining. The RELIC method generalizes contrastive learning by using causality. Empirically, RELIC significantly outperforms competing methods in terms of robustness and out - of - distribution generalization on ImageNet and on Atari."
SP:8f80a6f79f78c6421857f392c9a5e98061d7eb60,"This paper proposes a visual transformer network ( VTNet ) to learn informative visual representations for object goal navigation ( OOD ). The main idea is to exploit the spatial relationships among all the object instances in a scene and to emphasize the spatial locations of objects and image regions so that directional navigation signals can be learned. The authors also develop a pre - training scheme to associate the visual representations with navigation signals, and thus facilitate navigation policy learning. Experiments in the artificial environment AI2Thor demonstrate that VTNet significantly outperforms state - of - the - art methods in unseen testing environments."
SP:3e7cbe3dff592ef371e48dd86be7719fc5343f17,"This paper proposes a communication - efficient secure aggregation method for federated learning that reduces the amount of communication / computation resources by a factor of $ \sqrt{n/log n } / log n$ without sacrificing data privacy, where $ n$ is the number of clients. The key idea is to design the topology of the secret - sharing nodes of the graph corresponding to the secure aggregation primitive of the existing solution. The authors provide theoretical guarantees on the reliability / privacy of the proposed scheme and provide a sufficient condition on the Erdos - Rényi graph as G, and provide extensive experiments to demonstrate that the proposed method achieves the same levels of reliability and data privacy as the conventional scheme while using only 50 % of the resources required in the conventional framework."
SP:00fae41e0eca0a1575cd7b2dcfabf0dc5c9c8b8a,"This paper proposes a time - independent Lagrangian - based auction design method to compare the performance of two auctions. The proposed method is inspired by the recent work of Duetting et al. ( 2019 ), which uses a neural network architecture to find optimal auctions using an inner maximization loop to compute optimal misreports. The authors propose an additional neural network to further improve the performance. They demonstrate the effectiveness of their approach by learning competitive or strictly improved auctions compared to the existing auction design methods."
SP:a0e8061beb5e9a6c631419861559d22b8d645cb4,This paper proposes a general learning approach to fine - tune both supervised and unsupervised pre - trained representations to downstream tasks by integrating two heads upon the backbone of pre - learned representations : a classifier head with an improved contrastive contrastive loss to leverage the label information in an instance - dependent way and a categorical contrastive learning loss to fully exploit the intrinsic structure of data in a category - consistent way. The proposed method is evaluated on a variety of downstream tasks and achieves state - of - the - art results for fine - tuning.
SP:87e5b552c13d73bd85249062a152c6c140e594a9,"This paper proposes a new metric called “ genuine adversarial accuracy ” to measure the robustness of classifiers against adversarial perturbations. It is motivated by the observation that standard adversarial training suffers from a tradeoff between accuracy on clean data and accuracy on the adversarially perturbed samples. The authors propose to use “ authentic ” adversarial examples, i.e. samples whose predicted classes are unchanged even if the perceptual classes are changed. Theoretically, the authors prove that a single nearest neighbor ( 1 - NN ) classifier is the most robust classifier according to the “ real ” robustness metric."
SP:2fda410b9281c5e253d385bc4382ec168bc161f3,"This paper studies the problem of fairness in link prediction via graph neural networks. The authors propose an algorithm, FairAdj, to empirically learn a fair adjacency matrix with proper graph structural constraints for fair link prediction, and in the meanwhile preserve predictive accuracy as much as possible. The main contribution of this paper is to theoretically relate the graph connections to dyadic fairness on link predictive score in learning link predictive scores, and show that regulating weights on existing edges in a graph contributes to fairness conditionally. The proposed algorithm is empirically validated empirically to demonstrate that it achieves a fair fairness in terms of various statistics, and at the same time enjoys a favorable fairness - utility trade - off."
SP:b614e9fbec58e9efa7722d2ec4a60fc93d210f92,"This paper proposes a new autoencoder - based generative model, DEAE, that uses disentangled representation and regularization to improve the quality of exploration in latent space and achieve controllable synthesis. The encoder of DEAE first turns the input sample into a latent code, then explores the latent code space through directed interpolation to aid the interpolated latent code. The decoder is then regularized to force the obtained latent representation to maintain perfect disentanglement. Experiments demonstrate that DEAE can improve the performance of downstream tasks by synthesizing attribute - controlled augmented samples and eliminate dataset bias for fairness problems."
SP:c934adb14926a00ef9c73c9773cb0b3a2669921e,"This paper proposes a new principled Bayesian memory allocation scheme that bridges the gap between episodic and semantic memory via a hierarchical latent variable model. The authors take inspiration from traditional heap allocation and extend the idea of locally contiguous memory to the Kanerva Machine, enabling a novel differentiable block allocated latent memory. They simplify the process of memory writing by treating it as a fully feed forward deterministic process, relying on the stochasticity of the read key distribution to disperse information within the memory. Experiments on CIFAR10, DMLab Mazes, Celeb - A and ImageNet32 show that the proposed scheme improves performance in memory writing."
SP:e63d7d8c581019e17585fb9c0eac33d6836e187d," and attention mechanisms have advanced state - of - the - art deep learning models for many machine learning tasks. Despite significant empirical gains, there is a lack of theoretical analyses on their effectiveness. This paper addresses this problem by studying the sample complexity and loss landscape of attention - based neural networks. The results show that, under mild assumptions, every local minimum of the attention model has low prediction error, and attention models require lower sample complexity than models without attention. Besides revealing why popular self - attention works, the theoretical results also provide guidelines for designing future attention models. Experiments on various datasets validate the theoretical findings."
SP:f739d199fdee26f09994e3f9487aec1eab0f2e89,"This paper extends the concept of expected free energy ( EFE ), which is a core quantity in active inference, and claims that EFE can be treated as a negative value function. Theoretically, the authors show that the value of EFE is related to the expected prior preference ( prior preference ) of the agent. Motivated by this connection, they propose a simple but novel method for learning a prior preference from experts. The proposed method, called prior preference learning ( PRL ), is based on Bayesian inference with a biologically plausible model of an agent's behavior. PRL is applied to the problem of active inference in the case of inverse RL, where the agent has access to an expert's prior preference for an observation, and the agent must choose an action that is consistent with this prior preference in order to perform the active inference."
SP:5592b79e49eba95c15103a3348f2bde57b60f2ab,"This paper proposes a data augmentation method to improve generalization in both adversarial and standard learning by using out - of - distribution ( OOD ) data. The proposed method improves generalization theoretically using OOD data in each learning scenario and complemented their theoretical analysis with experiments on CIFAR-10, CifAR-100, and a subset of ImageNet. The results indicate that undesirable features are shared even among image data that seem to have little correlation from a human point of view. The authors also present the advantages of the proposed method through comparison with other data augmentations methods, which can be used in the absence of unlabeled data."
SP:3cac7a2c310165ed0de46d8e5546c3bfbd639158,"This paper proposes a new meta - RL method called Fast Linearized Adaptive Policy ( FLAP ) that learns a shared linear representation of the policy and adapts to a new task by predicting a set of linear weights instead of updating a meta - policy via gradient descent. A separate feed - forward network is trained simultaneously with the policy so that during adaptation, FLAP can directly use the adapter network to predict these linear weights. FLAP achieves significantly stronger performance on out - of - distribution tasks with up to 8X faster adaptation run - time speeds when compared to prior methods such as MAML."
SP:21a1bd4ada0723c96c0dbf7a142a2faf5defa4e3,This paper proposes a distributed stochastic proximal gradient descent ( DSPGD ) algorithm to solve the optimization problem of kernel k - means under federated settings. It also proposes a communication efficient mech anism ( CEM ) to reduce the communication cost. The experimental results show that the federated kernelk - means achieves the highest clustering quality with the communication costs significantly reduced.
SP:be568dd3fea51ce33a6d1e4b07dda5aee6342395,"This paper proposes a new method to reduce the training / search / extraction time and the complexity of the training and subsequent extraction algorithms for CNNs. The proposed method, CompOFA, is an extension of Once - For - All ( OFA ) that trains several models at once with a constant training cost. The authors propose to reduce this search space and hence the training budget by constraining search to models close to the accuracy - latency Pareto frontier. They also show that this smaller design space is dense enough to support equally accurate models for a similar diversity of hardware and latency targets while also reducing the training complexity. They demonstrate that even with simple heuristics we can achieve a 2x reduction in training time and an orders of magnitude reduction in search time compared to the state of the art."
SP:04b84d26cf282dbb753cbf27f14c334f65d3f8ec,"This paper studies the problem of meta - learning in the presence of adversarial samples. The authors propose a new algorithm, ADML ( Adversarial Meta - Learner ), which is robust to adversarial adversarial examples. The proposed method optimizes the initialization of a learning model in an adversarial manner. The experiments are conducted on two widely - used image datasets, MiniImageNet and CIFAR100. The results show that the proposed method outperforms the baselines in terms of both accuracy and robustness."
SP:dfbaa6b53c4e8328d52666ad4641fc917bf0c0b3,"This paper proposes a new algorithm for decoding Bose - Chaudhuri - Hocquenghem ( BCH ) code. The algorithm is based on permutation decoding, which is NP - hard, but the authors propose a data - driven framework for permutation selection combining domain knowledge with machine learning concepts such as node embedding and self - attention. The authors show that their method outperforms the existing suboptimal decoding algorithms in terms of the bit error rate. They also show that the choice of permutation is a key insight in permutation decoder."
SP:c860a7b0952d708e7851c9bc4b63d246f64d1cba,"This paper proposes an intermediate task for unsupervised clustering in text classification, where the goal is to reduce the number of labeled examples needed for the target task. The proposed intermediate task consists of clustering clusters of text samples and training BERT on predicting the cluster labels. The authors test this hypothesis on various data sets and show that this additional classification step can significantly reduce the demand for labeled examples mainly for topical classification tasks. They further discuss under which conditions this task is helpful and why it is helpful."
SP:ea37f5882fd98dd4ce233077bb3069517d4ed4ea,"This paper presents an empirical study of several popular generative models in the context of model - based reinforcement learning ( MBRL ), where the goal is to learn a generative model that can be used to improve the performance of a control agent. The authors compare these models on a set of tasks where the control agent is random, and they show that the mixture density net ( MNDN ) outperforms all other models by a large margin. They also show that deterministic models are on par with probabilistic models, and that heteroscedasticity at training time improves predictions at longer horizons. Finally, the authors propose a metric for evaluating MBRL models, predicting their asymptotic performance when using them on the control problem of Acrobot."
SP:4e25ba3714d78ba59a0d8efbb65e0ef5201702f8,"This paper proposes an affine disentangled GAN model that can explicitly disentangle affine transformations in a self - supervised and rigorous manner. The main idea is to decompose the affine transformation matrix into separate transformation matrices and inferring the transformation parameters by maximum likelihood estimation. The features learned by ADIS - GAN are axis - aligned and scalable, where transformations such as rotation, vertical zoom, horizontal and vertical translation can be explicitly selected and learned. Experiments on MNIST, CelebA, and dSprites datasets demonstrate the effectiveness of the proposed method."
SP:121f8420cfb49c6d80b5ebb4051e85947182594a,"This paper proposes a representation bank for self - supervised representation learning. The representation bank consists of positive and negative samples extracted from the same dataset, augmented with strong and weakly augmented samples, respectively. Stronger augmentations are used in the representation bank to avoid the distortions induced by the stronger augmentations. The proposed method achieves top - 1 accuracy of 76.2 % on ImageNet with a standard ResNet-50 architecture with a single - layer classifier fine - tuned. This is almost the same as 76.5 % accuracy with a fully supervised ResNet - 50. Moreover, the proposed method outperforms the previous self - supervised and supervised methods on both the transfer learning and object detection tasks."
SP:af54e542223097c315ecd677d0b968e9a0b2a1d4,"This paper proposes a method for de - identification of the face of a patient using MRI images. The proposed method is based on a conditional, multi - scale, 3D GAN architecture that takes a patient ’s MRI scan as input and generates a 3D volume in which the brain is not modified but the face has been de - identified. Compared to the classical removal - based techniques, the proposed method successfully de - identifies the face while not revealing the identity of the patient. The paper is well - written, easy to follow, and easy to understand. The method is evaluated on a variety of MRI datasets."
SP:0ac3964bd2320341488476d60f57b75d2a79f92c,"This paper proposes a new graph pooling method based on multiset encoder - decoder architecture for graph neural networks. The proposed method is based on a global pooling layer ( GMT ) that captures the interaction between nodes according to their structural dependencies. The authors show that GMT satisfies both injectiveness and permutation invariance, as well as the Weisfeiler - Lehman graph isomorphism test. The experimental results on several graph classification and link prediction tasks demonstrate the effectiveness of the proposed method."
SP:76848e7ac3e6709e92f6a6db60269cb5177495d1,"This paper studies the problem of over - squashing in graph neural networks ( GNNs ). The authors propose a new explanation for this problem, which they call a bottleneck. The bottleneck causes the over - sqashing of exponentially growing information into fixed - size vectors, which hinders the propagation of information between distant nodes in the graph. They show that GCN and GIN are more susceptible to over - Squashing than GAT and GGNN. They also show that breaking the bottleneck improves the state - of - the - art results without any tuning or additional weights."
SP:90d8fa381446923902e42b259392e5e975e6caa1,This paper proposes a method for cross - domain sentiment analysis based on matching source and target domain data distributions. The main idea is to train a classifier in a source domain that is invariant to the source domain but generalizable to a related target domain. The proposed method is based on a cross - classifier that is trained on the source data distribution and the target data distribution. Theoretical analysis and empirical analysis are provided to demonstrate that the proposed method induces large margins between different classes in an embedding space.   The main contribution of this paper is to propose a new domain adaptation method for sentiment analysis.
SP:893fd7440b82f5da0d4c0944928810322eaee2f0,"This paper proposes a challenge task to evaluate the effect of gender bias in state - of - the - art NLI models on the presence of gender stereotypes using occupations. The challenge task consists of training a model on a gender - neutral premise and testing a hypothesis based on gender - specific stereotypes. Three models ( BERT, RoBERTa, BART ) are evaluated on MNLI and SNLI data sets. The results show that all three models are prone to gender - induced bias in their predictions. The paper also shows that augmenting the training dataset with gender - balanced data can help reduce bias in certain cases."
SP:a32ab755bd249c393b70938036ce8e810c0c439f,"This paper revisits variational intrinsic control ( VIC ), an unsupervised reinforcement learning method for finding the largest set of intrinsic options available to an agent. In the original work by Gregor et al. ( 2016 ), two VIC algorithms were proposed : one that represents the options explicitly, and the other that does it implicitly. The authors show that the intrinsic reward used in the latter is subject to bias in stochastic environments, causing convergence to suboptimal solutions. To correct this behavior and achieve the maximal empowerment, two methods respectively based on the transitional probability model and Gaussian mixture model are proposed. The experimental results demonstrate the effectiveness of the proposed methods."
SP:b4df2c4627a6d46c5100133e38c4bea20b296dd8,This paper proposes to use an ensemble of relatively small deep neural networks to improve sample efficiency in the low data regime for image classification problems with a few labeled examples per class. The authors conduct extensive experiments on popular datasets and architectures and show that deep ensembling is a simple yet effective technique that outperforms current state - of - the - art approaches for learning from small datasets. They compare different ensemble configurations to their deeper and wider competitors given a total fixed computational budget and provide empirical evidence of their advantage.
SP:4a0ee01f4897efa81659f37ef0468ee8195bbc4f," neural networks ( SBNNs ) are quantized neural networks that use positive 0 / 1 binary weights instead of the - 1 / 2 binary weights used by state - of - the - art BNNs. However, they suffer from a fixed and limited compression factor that may result insufficient for some devices with very limited resources. In this work, the authors propose Sparse Binary Neural Networks, a novel model and training scheme that allows to introduce sparsity in binary neural networks by using positive 0/1 binary weights. The authors show the properties of their method through experiments on linear and convolutional networks over MNIST and CIFAR-10 datasets."
SP:5be8539ad02595ad3c7a2d7afe8cbb3e9924467d,"This paper proposes a post hoc calibration method for predictive uncertainty estimation in deep learning models. The main idea is to estimate the probability that a model prediction is correct using a surrogate for class membership probabilities. This surrogate is used to measure how confident ( or uncertain ) we should be about the result. The calibration error is the difference between predicted error rates and actual error rates, as measured by collecting data into bins based on pmax = maxi p softmax i bins. The proposed method is based on the expected calibration error ( ECE ) Guo et al. ( 2017 ) but other measures have been used, including the Brier score ( DeGroot & Fienberg, 1983 ), which is also used in the work of Ovadia et al ( 2019 ). The method uses outlier exposure to calibrate the model probabilities."
SP:ea503f67e38fce7dee9cc4996b55b8959911f030,"This paper studies the expressive power of graph neural networks and graph kernels from an empirical perspective. The authors compare the graph representations and similarities produced by these algorithms against those generated by a well - known but intractable graph similarity function. They also investigate the impact of node attributes on the performance of the different models and kernels. Their results reveal interesting findings, for instance, that theoretically more powerful models do not necessarily yield higher - quality representations, while graph kernels are shown to be very competitive with graph neural network."
