paper_id,summary
SP:6c14506b8b2b06043409d912e6bf877651aaa665,"This paper proposes two new normalization methods for out - of - distribution ( OOD ) generalization. The main idea is to use attention to recalibrate statistics ( channel - wise mean and variance ), while CrossNorm exchanges the statistics between feature maps. Extensive experiments on different domains ( vision and language ), tasks ( classification and segmentation ) and settings ( supervised and semi - supervised ) show the effectiveness of the proposed methods."
SP:2774abdc11917321dd4994af0f0da1ff824bea03,"This paper proposes and studies the use of attention mechanisms in reinforcement learning ( RL ). Specifically, the authors propose and study the effectiveness of augmenting a simple attention module in the convolutional encoder of an RL agent. The proposed module can extract task - relevant information such as agent locations and movements without the need for data augmentations or contrastive losses. Experiments on the DeepMind Control Suite environments show that the proposed module significantly improves the sample - efficiency and final performance of the agents."
SP:31a7051d08d19c01e11f1fac2f3041ed2fa28f15,This paper proposes an extension to the GradNorm method for multi - task learning. The main idea is to add task - specific rotation matrices that align all the task gradients across tasks. The paper provides theoretical guarantees on the algorithm stability and convergence. Experiments on several real - world datasets and network architectures show that the proposed method outperforms previous approaches for multitask learning.
SP:ac9ebd027b92527d9a87b13ad11d002d99a2b0f6,"This paper proposes a new constraint for unsupervised image - to - image translation ( I2I ), called Minimal Geometry - Distortion Constraint ( MGC ), which promotes the consistency of geometry structures and reduce the unwanted distortions in translation by reducing the randomness of color transformation in the translation process. To facilitate estimation and maximization of MGC, the authors propose an approximate representation of mutual information called relative Squared - Loss Mutual Information ( rSMI ) which can be efficiently estimated in an analytic form. Experiments on several benchmark datasets demonstrate the effectiveness of the proposed constraint."
SP:92a38d7d18f07f68b8f93c61180e2cc1dddd21de,"This paper studies the long - neglected yet important effects of point sampling patterns in point cloud GANs. The authors show that sampling - insensitive discriminators produce shape point clouds with point clustering artifacts while sampling - oversensitive discriminators ( e.g. PointNet++, DGCNN, PointConv, KPConv ) fail to guide valid shape generation. They propose the concept of sampling spectrum to depict the different sampling sensitivities of discriminators and study how different evaluation metrics weigh the sampling pattern against the geometry and propose several perceptual metrics forming a sampling spectrum of metrics. Guided by the proposed sampling spectrum, they discover a middle - point sampling - aware baseline discriminator, PointNet - Mix, which improves all existing point cloud generators by a large margin on sampling - related metrics."
SP:16c4be3eb162bc81cb3343c2fc115eb8e926a5b5,"This paper studies the robustness of Capsule Networks ( CapsNets ) to white - box attacks. The authors observe that adversarial examples can manipulate the votes from primary capsules to fool CapsNet. Based on these observations, the authors propose a novel vote attack where they attack the capsules directly instead of using multi - step attack methods. The vote attack is not only effective but also efficient by circumventing the routing process. Furthermore, they integrate the vote attack into the detection - aware attack paradigm to bypass the class - conditional reconstruction based detection method."
SP:dbd093dff7a38ba8882bb8119c34623ddaaf4cc6,"This paper proposes a method for meta - reinforcement learning in the online adaptation setting where the agent needs to trade - off between exploration and exploitation in the same episode. The proposed method uses privileged information in the form of a task descriptor at train time to improve the learning of recurrent policies. The method learns an informed policy ( i.e., a policy receives as input the description of the current task ) that is used to construct task embeddings from the descriptors, and to regularize the training of the recurrent policy through parameters sharing and an auxiliary objective. This approach significantly reduces the learning sample complexity without altering the representational power of RNNs by focusing on the relevant characteristics of the task and by exploiting them efficiently."
SP:bd89d254fbf31db61db237d08ab42981e27c52df,"This paper proposes a method to learn an RL policy from offline data in the real - world sequential recommendation system ( SRS ). Instead of increasing the fidelity of models for policy learning, they handle the distortion issue via learning to adapt to diverse simulators generated by the offline dataset. They conduct experiments in a reproducible synthetic environment and a real world recommendation scenario : the driver program recommendation system of a ride -hailing platform."
SP:1a166b28cf684e0d5759bd629f6a53370d2bf11c,"This paper proposes a method to learn goal - reaching policies from scratch without the need for expert demonstrations or a value function. The main idea is to leverage the property that any trajectory is a successful demonstration for reaching the final state in that same trajectory. The authors propose a simple algorithm in which an agent continually relabels and imitates the trajectories it generates to progressively learn goal reaching behaviors from scratch. Each iteration, the agent collects new trajectories using the latest policy, and maximizes the likelihood of the actions along these trajectories under the goal that was actually reached, so as to improve the policy. The proposed method outperforms value - based and policy gradient methods on several challenging robotic domains."
SP:c306530164d677e670554eeba8203c66bb3d9f7a,"This paper proposes a new training method for non - autoregressive text - to - speech ( TTS ) models. The main idea is to directly train the model with ground - truth target instead of the simplified output from teacher, and introduce more variation information of speech ( e.g. pitch, energy and more accurate duration ) as conditional inputs in training and use predicted values in inference. Experimental results show that the proposed method achieves a 3x training speed - up over FastSpeech and 2x inference speed."
SP:79e9fb20d383816f54738ce70d137131ebc10290,"This paper studies the unsupervised dimension reduction problem ( UDR ) in the language of tempered distributions, i.e., the problem of approximating an empirical density function pemp(x ) by another tempered distribution q(x) whose support is in a k - dimensional subspace. The problem is reduced to the minimization of the distance between q and pemp, D(q, pemp ) over a set of generalized functions. This infinite - dimensional formulation allows to establish a connection with another classical problem of data science — the sufficient dimension reduction ( SDR ). An algorithm for solving the first problem induces an algorithm for the second and vice versa. The paper also introduces a nonnegative penalty function R(f ) that “forces ” the support of f to be k -dimensional."
SP:93e54522e6c2b805905d21fc968fc40866f2898b,This paper studies the trade - off between robustness and sensitivity in feature contrastive learning ( FCL ). The authors introduce two notions : contextual feature utility and contextual feature sensitivity. They propose a contrastive training method that encourages the model to be more sensitive to the features that have higher contextual utility. Empirical results demonstrate that models trained with FCL achieve a better balance of robusts and sensitivity.
SP:f03c50f15022c4f56ac2b3085354ffed38ad1145,"This paper proposes a new method for imitation learning based on generative adversarial learning ( GAIL ). The key idea is to regularize the latent representation of the discriminator network with mutual information constraints to incentivize learning only features that encode information about the completion levels of the task being demonstrated. This allows to obtain a shared feature space to perform imitation while disregarding the domain differences between the expert's and the agent's domains. Empirically, the proposed method is able to efficiently imitate in a diverse range of control problems including balancing, balancing, manipulation and locomotive tasks."
SP:ef18f4188426bc01be309633b486884b0e7a81a4,"This paper analyzes the performance of training a pruned neural network by analyzing the geometric structure of the objective function and the sample complexity to achieve zero generalization error. It shows that the convex region near a desirable model with guaranteed generalization enlarges as the neural network model is pruned, indicating the structural importance of a winning ticket. The number of samples required for achieving zero generalizability error is proportional to the number of the non - pruned weights in the hidden layer. The theoretical results are acquired from learning a pruning neural network of one hidden layer, while experimental results are further provided to justify the implications."
SP:eed6cb2f8caed39f8295f4aeb6e044c2ac981c4d,"This paper proposes a method to automatically learn the labels for augmented data based on the distance between the clean distribution and augmented distribution. The proposed method is built on label smoothing and is guided by the calibration - performance over a hold - out validation set. Experiments show that the proposed method significantly improves the calibration of models ( and accuracy, although less dramatically ) on both clean and corrupted data for CIFAR-10, CIFar100 and ImageNet."
SP:0d5017e1a405bf86e3bac40e6e59886d4bf48450,"This paper proposes a new objective for self - supervised representation learning based on a causal framework. The main idea is to enforce invariant prediction of proxy targets across augmentations through an invariance regularizer which yields improved generalization guarantees. The authors also generalize contrastive learning using refinements and show that learning on refinements is a sufficient condition for learning useful representations. Empirically, RELIC outperforms competing methods in terms of robustness and out - of - distribution generalization on ImageNet."
SP:8f80a6f79f78c6421857f392c9a5e98061d7eb60,"This paper proposes a visual transformer network ( VTNet ) for learning informative visual representation in navigation tasks. The key idea is to leverage the relationships among all the object instances in a scene and the spatial locations of objects and image regions so that directional navigation signals can be learned. The authors also develop a pre - training scheme to associate the visual representations with navigation signals, and thus facilitate navigation policy learning. Experiments in the artificial environment AI2 - Thor demonstrate the effectiveness of the proposed method."
SP:3e7cbe3dff592ef371e48dd86be7719fc5343f17,This paper proposes a communication - computation efficient secure aggregation method for federated learning. The key idea is to design the topology of the secret - sharing nodes ( G ) as sparse random graphs instead of the complete graph corresponding to the existing solution. Theoretical guarantees on the reliability / privacy of the proposed scheme are provided. Experiments on real - world datasets show that the proposed method maintains the same levels of reliability and data privacy as the existing secure aggregation framework.
SP:00fae41e0eca0a1575cd7b2dcfabf0dc5c9c8b8a,"This paper proposes two novel ideas for finding incentive - compatible auctions. First, the authors introduce a time - independent Lagrangian that can be used to compare the performance of two auctions. Second, the optimization procedure in previous work uses an inner maximization loop to compute optimal misreports. Experiments are conducted to show the effectiveness of the proposed approach."
SP:a0e8061beb5e9a6c631419861559d22b8d645cb4,"This paper proposes a general learning approach to finetune supervised and unsupervised pre - trained representations to downstream tasks by integrating two heads : a classifier head with an improved contrastive cross - entropy loss to leverage the label information in an instancecontrast way, and a projector head with a newly - designed categorical contrastive learning loss to fully exploit the intrinsic structure of data in a category - consistent way. Comprehensive experiments confirm the effectiveness of the proposed two - heads fine - tuning architecture with their novel loss functions."
SP:87e5b552c13d73bd85249062a152c6c140e594a9,"This paper proposes a new measure for the robustness of classifiers called "" genuine adversarial accuracy "". The measure is based on the standard accuracy on clean data and accuracy on adversarially perturbed samples and does not trade off accuracy on the perturbed data. It does not favor a model with invariance - based adversarial examples, samples whose predicted classes are unchanged even if the perceptual classes are changed. They prove that a single nearest neighbor ( 1 - N ) classifier is the most robust classifier according to the new measure."
SP:2fda410b9281c5e253d385bc4382ec168bc161f3,"This paper studies the problem of disparate impact on graph - structured data. Specifically, they focus on dyadic fairness, which articulates a fairness concept that a predictive relationship between two instances should be independent of the sensitive attributes. Based on this, they theoretically relate the graph connections to Dyadic fairness on link predictive scores in learning graph neural networks. They propose an algorithm, FairAdj, to empirically learn a fair adjacency matrix with proper graph structural constraints for fair link prediction."
SP:b614e9fbec58e9efa7722d2ec4a60fc93d210f92,"This paper proposes a new autoencoder method called Disentangled Exploration Autoencoders ( DEAE ), which uses disentangled representation and regularization to guarantee the validity of exploration in latent space and achieve controllable synthesis. Experiments demonstrate that DEAE can improve the performance of downstream tasks by synthesizing attribute - controlable augmented samples and eliminate dataset bias."
SP:c934adb14926a00ef9c73c9773cb0b3a2669921e,"This paper proposes a new Bayesian Bayesian memory allocation scheme that bridges the gap between episodic and semantic memory via a hierarchical latent variable model. The authors extend the idea of locally contiguous memory to the Kanerva Machine, enabling a novel differentiable block allocated latent memory. The paper shows that the proposed method improves performance in memory conditional image generation."
SP:e63d7d8c581019e17585fb9c0eac33d6836e187d,"This paper studies the sample complexity and loss landscape of attention - based neural networks. Theoretical results show that, under mild assumptions, every local minimum of the attention model has low prediction error, and attention models require lower sample complexity than models without attention. Experiments on various datasets validate the theoretical findings."
SP:f739d199fdee26f09994e3f9487aec1eab0f2e89,"This paper extends the concept of expected free energy ( EFE ), which is a core quantity in active inference, to an inverse RL problem. The authors show that EFE can be treated as a negative value function from an RL perspective and propose a novel inverse RL algorithm for designing EFE - based rewards, by learning a prior preference from expert demonstrations. The experiments show the applicability of the proposed method to inverse RL problems."
SP:5592b79e49eba95c15103a3348f2bde57b60f2ab,"This paper proposes a data augmentation method to improve generalization in both adversarial and standard learning by using out - of - distribution ( OOD ) data that are devoid of the abovementioned issues. Theoretical analysis and experiments are conducted on CIFAR-10, CifAR-100, and a subset of ImageNet. The results indicate that undesirable features are shared even among image data that seem to have little correlation from a human point of view."
SP:3cac7a2c310165ed0de46d8e5546c3bfbd639158,"This paper proposes a new meta - RL method for adapting to out - of - distribution tasks without the need to reuse data from training and adapt almost instantaneously with the need of only a few samples during testing. The proposed method builds upon the idea of learning a shared linear representation of the policy so that when adapting to a new task, it suffices to predict a set of linear weights instead of updating a meta - policy via gradient descent to obtain the new policy. Experiments on standard continuous - control meta - control tasks show that the proposed method achieves significantly stronger performance on out of distribution tasks with up to double the average return and up to 8X faster adaptation run - time speeds when compared to prior methods."
SP:21a1bd4ada0723c96c0dbf7a142a2faf5defa4e3,This paper proposes a federated kernel k - means algorithm to solve the optimization problem under federated settings. The proposed algorithm is based on distributed stochastic proximal gradient descent ( DSPGD ). The communication efficient mech anism ( CEM ) is designed to reduce the communication cost. The experimental results show that the proposed algorithm achieves the highest clustering quality with communication cost reduced by more than 60 % in most cases.
SP:be568dd3fea51ce33a6d1e4b07dda5aee6342395,"This paper proposes a new search space for once - for - all ( OFA ) training. The main idea is to constrain search to models close to the accuracy - latency Pareto frontier to reduce the search space and hence the training budget. The proposed search space is smaller by several orders of magnitude by incorporating insights of compound relationships between model dimensions to build CompOFA, a design space that is dense enough to support equally accurate models for a similar diversity of hardware and latency targets while also reducing the complexity of the training and subsequent extraction algorithms."
SP:04b84d26cf282dbb753cbf27f14c334f65d3f8ec,"This paper studies the problem of meta - learning with adversarial samples. The authors propose a meta - learner algorithm, which leverages both clean and adversarial data to optimize the initialization of a learning model in an adversarial manner. They show that the proposed method outperforms several baselines on two widely - used image datasets, MiniImageNet and CIFAR100, in terms of accuracy and robustness."
SP:dfbaa6b53c4e8328d52666ad4641fc917bf0c0b3,"This paper presents a data - driven framework for permutation selection in the Bose Chaudhuri Hocquenghem ( BCH ) code. The key insight is the choice of permutation in permutation decoding. The proposed method embeds all the differentiated group permutations of a code in a word - independent manner, by extracting relevant features. This is done once before the test phase during a pre - process phase. At test time, a trained NN accepts a corrupted word and the embedded permutations and predicts the probability for successful decoding for each permutation. Thereafter, a set of either one, five or ten most - probable - to - decode permutations are chosen, and decoding is carried out on the permuted channel words."
SP:c860a7b0952d708e7851c9bc4b63d246f64d1cba,"This paper proposes to use unsupervised clustering as an intermediate task for fine - tuning BERT for target text classification tasks. The idea is to partition unlabeled training data into relatively homogeneous clusters of text instances, and treat these clusters as labeled data for an intermediate text classification task, and train BERT – with or without additional MLM pretraining – over the actual target - labeled labeled data. Extensive experimental results demonstrate the practical value of this strategy on a variety of benchmark data."
SP:ea37f5882fd98dd4ce233077bb3069517d4ed4ea,This paper presents a new benchmark for evaluating generative models in micro - data model - based reinforcement learning ( MBRL ) on Acrobot with a fixed ( random shooting ) control agent. The authors show that the mixture density nets outperform all other models by a large margin when multimodality is not required. They also show that deterministic models do not need probabilistic posterior predictives and heteroscedasticity at training time improves predictions at longer horizons.
SP:4e25ba3714d78ba59a0d8efbb65e0ef5201702f8,"This paper proposes a disentangled GAN that explicitly disentangles affine transformations in a self - supervised and rigorous manner. The objective is inspired by InfoGAN, where an additional affine regularizer acts as the inductive bias. This paper derives the regularizer by decomposing the affine matrix into separate transformation matrices and inferring the transformation parameters by maximum likelihood estimation. The features learned by ADIS - GAN are axis - aligned and scalable. The scalability property makes it possible to make a trade - off between compactness and expressivity."
SP:121f8420cfb49c6d80b5ebb4051e85947182594a,"This paper proposes a novel method for contrastive learning that leverages strongly augmented queries to improve the performance of unsupervised representation learning. The proposed method is based on the idea of minimizing the distribution divergence between the weakly and strongly augmented images over the representation bank to supervise the retrieval of queries from a pool of candidates. This avoids an overoptimistic assumption that could overfit the augmented queries containing distorted visual structures into the positive targets in the representations bank, while still being able to distinguish them from the negative samples by leveraging the distributions of weakly augmented counterparts."
SP:af54e542223097c315ecd677d0b968e9a0b2a1d4,"This paper proposes a new method for de - identification of magnetic resonance imagery ( MRI ) scans. The proposed method is based on a conditional, multi - scale, 3D GAN architecture that takes a patient's MRI scan as input and generates a 3D volume in which the brain is not modified but the face has been de - identified. Compared to the classical removal - based techniques, the proposed method preserves privacy more reliably without adversely affecting downstream medical analyses on the brain."
SP:0ac3964bd2320341488476d60f57b75d2a79f92c,This paper proposes a multi - iset transformer for graph pooling. The proposed method is based on the multiset encoding problem with auxiliary information about the graph structure and captures the interaction between nodes according to their structural dependencies. The experimental results show that the proposed method significantly outperforms state - of - the - art baselines on graph classification benchmarks with high memory and time efficiency.
SP:76848e7ac3e6709e92f6a6db60269cb5177495d1,"This paper studies the problem of over - squashing in graph neural networks ( GNNs ). The authors propose a new explanation for this problem, which they call the bottleneck. They show that the bottleneck prevents the GNN from fitting long - range signals in the training data. They further show that prior work that extensively tuned GNNS to real - world datasets suffer from over - Squashing."
SP:90d8fa381446923902e42b259392e5e975e6caa1,This paper proposes a new domain adaptation method for cross - domain sentiment analysis by introducing large margins between different classes in an embedding space based on the notion of prototypical distribution. The authors use the Sliced Wasserstein Distance ( SWD ) method to align the source and the target distributions via minimizing the sliced distance. Theoretical and empirical analysis are provided to demonstrate the effectiveness of the proposed method.
SP:893fd7440b82f5da0d4c0944928810322eaee2f0,"This paper proposes an evaluation methodology to measure the gender bias in NLI models by constructing a challenge task which involves pairing gender neutral premise against gender - specific hypothesis. The challenge task is based on the presence of gender stereotypes using occupations. The results suggest that three models (BERT, RoBERTa, BART ) trained on MNLI and SNLI data - sets are significantly prone to gender induced prediction errors. The authors also find that augmenting the training dataset to ensure a gender - balanced dataset can help reduce such bias in certain cases."
SP:a32ab755bd249c393b70938036ce8e810c0c439f,"This paper studies the problem of variational intrinsic control ( VIC ), an unsupervised reinforcement learning method for finding the largest set of intrinsic options available to an agent. The authors show that the intrinsic reward used in the implicit VIC is subject to bias in stochastic environments, causing convergence to suboptimal solutions. To correct this behavior and achieve the maximal empowerment, the authors propose two methods based on the transitional probability model and Gaussian mixture model."
SP:b4df2c4627a6d46c5100133e38c4bea20b296dd8,This paper studies the use of ensembles of deep neural networks for image classification problems with a few labeled examples per class. The authors propose to use an ensemble of relatively small deep networks to improve sample efficiency in the low - data regime by using a relatively small number of deep networks. They validate their method on several datasets and architectures and show that it outperforms the state - of - the - art approaches for learning from small datasets. They also provide empirical evidence of their advantage.
SP:4a0ee01f4897efa81659f37ef0468ee8195bbc4f,"This paper proposes a method for sparsity and quantization of binary neural networks ( BNNs ). Specifically, the authors propose to use positive 0 / 1 binary weights instead of the - 1 / 1 weights used by state - of - the - art binary networks. The proposed method is evaluated on linear and convolutional networks over MNIST and CIFAR-10 datasets. Experiments confirm that the proposed method achieves high compression rates and good generalization, while further reducing the operations of BNN."
SP:5be8539ad02595ad3c7a2d7afe8cbb3e9924467d,"This paper proposes a simple post hoc calibration method for model calibration on out - of - distribution ( OOD ) data. The method uses outlier exposure to properly calibrate the model probabilities. The baseline method for predictive uncertainty is to simply use the softmax probabilities of the model as a surrogate for class membership probabilities ( Hendrycks & Gimpel, 2017 )."
SP:ea503f67e38fce7dee9cc4996b55b8959911f030,"This paper studies the expressive power of graph neural networks and graph kernels from an empirical perspective. Specifically, it compares the graph representations and similarities produced by these algorithms against those generated by a wellaccepted, but intractable graph similarity function. The authors also investigate the impact of node attributes on the performance of the different models and kernels. The results reveal interesting findings."
SP:0cf7b7d929f50e0b7f4fda5e1f68e5ade2f7c29b,"This paper proposes a new data augmentation method for self - supervised image animation based on the motion of a driving video. The main idea is to use the occlusion information in image animation to regularize discriminator predictions on inpainting. The proposed method is evaluated on the VoxCeleb, BAIR, and Tai - Chi - HD datasets."
SP:60b535fc6cbc1a7a26ad53f706ebb17de346dc4f,"This paper studies the problem of learning disentangled representations of independent causal mechanisms ( ICM ) from observational data. The authors propose a method to learn a model that disentangles each mechanism and approximates the groundtruth mechanisms. The model is learned using a single self - supervised generative model with an unconventional mixture prior, simplifying previous methods.   The authors also prove the identifiability of their model w.r.t the mechanisms in the self - supervision scenario."
SP:44d4e24428d043a69b40013919cda0e8e7bff99c,This paper studies the problem of domain adaptation from the source domain where we have access to the expensive labels V to the target domain where only normal labels W are available. The authors propose a graph aligning approach that generates rich or detailed labels given normal labels. The proposed method is evaluated on the Maybridge compound data set and achieves state of the art performance.
SP:ad906dd9a176cffd283593321ff6b9ad19595528,This paper proposes a method to solve the chiller plant energy optimization problems. The authors propose a monotonic neural network ( MNN ) which can constrain the input - output of the model to conform to physical laws and provide accurate function space about chiller plants. Experiments show the superiority of the proposed method in a cooling system of a data center.
SP:6cb65ee5d2926858570601eeeade24fe86c7f32f,"This paper proposes a causal spatio - temporal fusion transformer ( CausalTrans ) for multi - head attention of Transformers ( MHT ). The main idea of the paper is to integrate the causal attention with the Conditional Average Treatment Effect ( CATE ) estimation method in causal inference. The authors conduct a wide range of experiments to demonstrate the interpretability of causal attention, the effectiveness of various components, and the time efficiency of the proposed method."
SP:223980a1954d626d90ff54d8dc61b5d85a6b349c,"This paper proposes a method for jointly identifying a mixture of discrete and continuous factors of variability. The authors propose an unsupervised framework called coupled mixture VAE ( cpl - mixVAE ), which utilizes multiple interacting autoencoding agents. The individual agents operate on augmented copies of training samples to learn mixture representations, while being encouraged to reach consensus on the categorical assignments.   The authors provide theoretical justification to motivate the use of a multi - agent framework, and formulate it as a variational inference problem. They benchmark their approach on MNIST and dSprites datasets, achieving state - of - the - art categorical assignment."
SP:c982610ad28662c3bd13132abe1f7307d1a61b68,"This paper provides a general characterization of steerable kernel spaces for the practically relevant case of G being any compact group. This work is motivated by a striking analogy between the constraints underlying steerable kernels on the one hand and spherical tensor operators from quantum mechanics on the other hand. By generalizing the famous Wigner - Eckart theorem for spherical tensorsor operators, the authors prove that steerability kernel spaces are fully understood and parameterized in terms of generalized reduced matrix elements, Clebsch - Gordan coefficients, and harmonic basis functions on homogeneous spaces."
SP:7b2ea39069277ad0f4f79476a77ef84587a804d9,"This paper studies the effect of selective classification on accuracy disparities between groups in the presence of spurious correlations. The authors study the margin distribution, which captures the model ’s confidences over all predictions, to better understand this phenomenon. They prove that whether selective classification monotonically improves or worsens accuracy is fully determined by the accuracy at full coverage ( i.e., without any abstentions ) and whether the distribution satisfies a property they call left - log - log-concavity. They also show that selective classification tends to magnify accuracy disparities."
SP:f1d57ee27e901daf7e4e2b84139019e945818911,"This paper proposes a hierarchical nonnegative CANDECOMP / PARAFAC decomposition ( hierarchical NCPD ) model and a training method, Neural NCPD, for performing hierarchical topic modeling on multi - modal tensor data. The proposed method is based on a neural network architecture and backpropagation to mitigate error propagation. Experimental results on real and synthetic data demonstrate the effectiveness of the proposed method."
SP:b6ddc3a560aa7155e7e927bf5360bedc36586597,"This paper proposes a new adversarial robustness certificate for node classification tasks. The proposed method is based on Graph Neural Networks ( GNNs ) and leverage their locality property to fuse multiple single - node certificates into a drastically stronger collective certificate. The main idea is to compute the number of predictions that are simultaneously guaranteed to remain stable under perturbation, i.e., cannot be attacked."
SP:cc93dd2f68e415e2457166e78627865dc1b44697,"This paper proposes Quantile Regression GAN ( QRGAN ), a novel approach in modification of loss functions for improvement of generative adversarial networks ( GANs ). The main idea is to use Wasserstein distance between real and generated data distribution as a novel loss function for improving GAN performance. The proposed method is evaluated on the mixture of gussian dataset and image generation experiments. The experimental results show that QRGAN is more robust against mode collapse problem."
SP:4ddb47ee77c374ae6c3e419412d92ca77260692e,"This paper studies relevance metrics for similarity - based explanations for machine learning models. The authors propose three tests to evaluate relevance metrics in terms of their appropriateness. The cosine similarity of the gradients of the loss performs best, which would be a recommended choice in practice. Some relevance metrics perform poorly in the tests and the authors analyze the reasons of their failure."
SP:6c2cbf2bc0f6dabe974e80ec1e82d2d12189906e,This paper proposes to add a low rank global attention ( LRGA ) module to graph neural networks ( GNNs ) for improving their generalization power. The proposed method is a computation and memory efficient variant of the dot - product attention ( DPU ). The authors theoretically show that adding the LRGA module improves the generalization properties granted by adding the module to GNN. Experiments show that augmenting existing GNN layers with LRGA produces state of the art results in current GNN benchmarks.
